
Spine Number of Voxel Ch=3 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
68,,Spine,3,12,Image 1,5,1,100000000,610000004162,
114,,Spine,3,11,Image 1,5,1,100000000,610000004165,
138,,Spine,3,0,Image 1,1,1,100000002,610000004168,
52,,Spine,3,0,Image 1,1,1,100000000,610000004178,
123,,Spine,3,5,Image 1,3,1,100000002,610000004183,
108,,Spine,3,3,Image 1,2,1,100000001,610000004186,
68,,Spine,3,0,Image 1,1,1,100000000,610000004191,
130,,Spine,3,5,Image 1,2,1,100000000,610000004194,
295,,Spine,3,4,Image 1,2,1,100000001,610000004196,
149,,Spine,3,8,Image 1,2,1,100000000,610000004198,
75,,Spine,3,0,Image 1,1,1,100000002,610000004200,
251,,Spine,3,5,Image 1,3,1,100000002,610000004202,
86,,Spine,3,3,Image 1,2,1,100000001,610000004205,
56,,Spine,3,6,Image 1,2,1,100000000,610000004207,
26,,Spine,3,0,Image 1,1,1,100000000,610000004210,
32,,Spine,3,0,Image 1,1,1,100000000,610000004212,
50,,Spine,3,0,Image 1,1,1,100000000,610000004215,
99,,Spine,3,12,Image 1,3,1,100000000,610000004224,
163,,Spine,3,0,Image 1,1,1,100000000,610000004231,
638,,Spine,3,0,Image 1,1,1,100000002,610000004235,
560,,Spine,3,0,Image 1,1,1,100000002,610000004239,
47,,Spine,3,0,Image 1,1,1,100000000,610000004241,
66,,Spine,3,0,Image 1,1,1,100000000,610000004246,
374,,Spine,3,0,Image 1,1,1,100000000,610000004248,
392,,Spine,3,0,Image 1,1,1,100000000,610000004251,
282,,Spine,3,0,Image 1,1,1,100000000,610000004253,
456,,Spine,3,0,Image 1,1,1,100000002,610000004257,
19,,Spine,3,0,Image 1,1,1,100000000,610000004260,
13,,Spine,3,0,Image 1,1,1,100000000,610000004263,
62,,Spine,3,0,Image 1,1,1,100000002,610000004267,
41,,Spine,3,13,Image 1,4,1,100000000,610000004303,
274,,Spine,3,13,Image 1,4,1,100000000,610000004304,
34,,Spine,3,14,Image 1,5,1,100000000,610000004305,
80,,Spine,3,17,Image 1,3,1,100000000,610000004306,
47,,Spine,3,17,Image 1,4,1,100000000,610000004307,
108,,Spine,3,14,Image 1,4,1,100000000,610000004308,
70,,Spine,3,8,Image 1,2,1,100000000,610000004309,
96,,Spine,3,6,Image 1,2,1,100000000,610000004310,
138,,Spine,3,1,Image 1,1,1,100000000,610000004311,
41,,Spine,3,1,Image 1,2,1,100000000,610000004312,
22,,Spine,3,8,Image 1,1,1,100000000,610000004313,
102,,Spine,3,4,Image 1,2,1,100000000,610000004314,
97,,Spine,3,3,Image 1,1,1,100000000,610000004315,
52,,Spine,3,4,Image 1,2,1,100000000,610000004316,
405,,Spine,3,0,Image 1,1,1,100000000,610000004317,
40,,Spine,3,0,Image 1,1,1,100000000,610000004318,
149,,Spine,3,14,Image 1,6,1,100000000,610000004328,
100,,Spine,3,11,Image 1,5,1,100000000,610000004329,
150,,Spine,3,10,Image 1,6,1,100000000,610000004330,
72,,Spine,3,6,Image 1,3,1,100000000,610000004331,
156,,Spine,3,7,Image 1,2,1,100000000,610000004332,
93,,Spine,3,5,Image 1,2,1,100000000,610000004333,
173,,Spine,3,4,Image 1,1,1,100000000,610000004334,
246,,Spine,3,2,Image 1,1,1,100000000,610000004335,
254,,Spine,3,0,Image 1,1,1,100000000,610000004338,
282,,Spine,3,0,Image 1,1,1,100000000,610000004339,
144,,Spine,3,6,Image 1,2,1,100000001,610000004345,
36,,Spine,3,9,Image 1,5,1,100000001,610000004346,
26,,Spine,3,4,Image 1,3,1,100000001,610000004347,
86,,Spine,3,1,Image 1,1,1,100000001,610000004348,
46,,Spine,3,1,Image 1,2,1,100000001,610000004349,
125,,Spine,3,3,Image 1,3,1,100000002,610000004350,
132,,Spine,3,4,Image 1,3,1,100000002,610000004355,
31,,Spine,3,11,Image 1,6,1,100000002,610000004356,
52,,Spine,3,9,Image 1,5,1,100000002,610000004357,
59,,Spine,3,3,Image 1,3,1,100000002,610000004358,
274,,Spine,3,2,Image 1,1,1,100000002,610000004359,
546,,Spine,3,0,Image 1,1,1,100000002,610000004361,
579,,Spine,3,0,Image 1,1,1,100000002,610000004362,
48,,Spine,3,0,Image 1,1,1,100000002,610000004363,
