
Spine Part Min Diameter Neck
 ==================== 
Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003338,
0.483386,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003344,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003346,
0,µm,Spine,Spine Part Min Diameter,4,1,1,100000000,610000003348,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003351,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003355,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003357,
0.356178,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003360,
0,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000003363,
0.298274,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003366,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003369,
0,µm,Spine,Spine Part Min Diameter,5,1,1,100000000,610000003371,
0,µm,Spine,Spine Part Min Diameter,6,3,1,100000000,610000003373,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003375,
0.1625,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003378,
0,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000003384,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003387,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003391,
0.468918,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003395,
0,µm,Spine,Spine Part Min Diameter,3,1,1,100000000,610000003397,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003400,
0.42801,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003408,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003413,
0.49317,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003417,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003419,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000003422,
0.319115,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003426,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003430,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003433,
0,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003436,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003444,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000003448,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003451,
0,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000003453,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000003456,
0,µm,Spine,Spine Part Min Diameter,7,3,1,100000000,610000003461,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003463,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003467,
0.325,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000003471,
0,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000003473,
0,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003475,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003479,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003481,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003487,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003495,
0,µm,Spine,Spine Part Min Diameter,5,1,1,100000000,610000003497,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003501,
0,µm,Spine,Spine Part Min Diameter,4,2,1,100000000,610000003503,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003506,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003511,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003515,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003525,
0,µm,Spine,Spine Part Min Diameter,5,1,1,100000000,610000003568,
0,µm,Spine,Spine Part Min Diameter,5,1,1,100000000,610000003569,
0,µm,Spine,Spine Part Min Diameter,4,1,1,100000000,610000003570,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000003571,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000003572,
0,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003573,
0,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003574,
0,µm,Spine,Spine Part Min Diameter,6,3,1,100000000,610000003575,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003576,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003577,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003578,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003579,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003580,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003581,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003582,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003583,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003584,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003585,
0,µm,Spine,Spine Part Min Diameter,6,4,1,100000000,610000003586,
0,µm,Spine,Spine Part Min Diameter,5,3,1,100000000,610000003587,
0,µm,Spine,Spine Part Min Diameter,4,3,1,100000000,610000003588,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000003589,
0,µm,Spine,Spine Part Min Diameter,7,6,1,100000000,610000003590,
0,µm,Spine,Spine Part Min Diameter,6,5,1,100000000,610000003591,
0,µm,Spine,Spine Part Min Diameter,4,3,1,100000000,610000003592,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000003593,
0,µm,Spine,Spine Part Min Diameter,7,2,1,100000000,610000003594,
0,µm,Spine,Spine Part Min Diameter,7,2,1,100000000,610000003595,
0,µm,Spine,Spine Part Min Diameter,6,3,1,100000000,610000003596,
0,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000003597,
0,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000003598,
0,µm,Spine,Spine Part Min Diameter,7,2,1,100000000,610000003599,
0,µm,Spine,Spine Part Min Diameter,8,1,1,100000000,610000003600,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003601,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003602,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003603,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003604,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003605,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003606,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003607,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003608,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003609,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003612,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003613,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003614,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003615,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003618,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003619,
0,µm,Spine,Spine Part Min Diameter,4,1,1,100000000,610000003621,
0,µm,Spine,Spine Part Min Diameter,3,1,1,100000000,610000003622,
0,µm,Spine,Spine Part Min Diameter,3,1,1,100000000,610000003623,
0,µm,Spine,Spine Part Min Diameter,3,1,1,100000000,610000003624,
0,µm,Spine,Spine Part Min Diameter,6,3,1,100000000,610000003625,
0,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000003626,
0,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000003627,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000003628,
0,µm,Spine,Spine Part Min Diameter,4,2,1,100000000,610000003629,
0,µm,Spine,Spine Part Min Diameter,5,3,1,100000000,610000003630,
0,µm,Spine,Spine Part Min Diameter,5,4,1,100000000,610000003631,
0,µm,Spine,Spine Part Min Diameter,4,4,1,100000000,610000003632,
0,µm,Spine,Spine Part Min Diameter,4,4,1,100000000,610000003633,
0,µm,Spine,Spine Part Min Diameter,4,4,1,100000000,610000003634,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003635,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003636,
0,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000003637,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000003638,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000003639,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000003640,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000003641,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000003642,
0,µm,Spine,Spine Part Min Diameter,5,3,1,100000000,610000003643,
0,µm,Spine,Spine Part Min Diameter,4,1,1,100000000,610000003644,
0,µm,Spine,Spine Part Min Diameter,4,1,1,100000000,610000003645,
0,µm,Spine,Spine Part Min Diameter,3,1,1,100000000,610000003646,
0,µm,Spine,Spine Part Min Diameter,3,1,1,100000000,610000003647,
0,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003648,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003649,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003652,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003653,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003654,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003658,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003659,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003660,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003661,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003664,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003665,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000003666,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000003667,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003668,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003669,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003670,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003671,
0,µm,Spine,Spine Part Min Diameter,5,3,1,100000001,610000003672,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000001,610000003673,
0,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000003674,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003675,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003676,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003677,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003680,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003681,
