
Spine Part Min Diameter Neck
 ==================== 
Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000003210,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000003212,
0,µm,Spine,Spine Part Min Diameter,5,1,1,100000000,610000003216,
0.244916,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003219,
0,µm,Spine,Spine Part Min Diameter,3,1,1,100000000,610000003221,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003223,
0.284686,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000003229,
0.421229,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003234,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000003236,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003238,
0.297836,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003244,
0.208432,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000003247,
0.325,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003253,
0.271422,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003256,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003260,
0,µm,Spine,Spine Part Min Diameter,5,1,1,100000000,610000003262,
0.214371,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003265,
0.2675,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000003268,
0,µm,Spine,Spine Part Min Diameter,8,1,1,100000000,610000003273,
0.565076,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003277,
0.297836,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003282,
0,µm,Spine,Spine Part Min Diameter,5,3,1,100000000,610000003284,
0.224039,µm,Spine,Spine Part Min Diameter,5,3,1,100000000,610000003287,
0.379151,µm,Spine,Spine Part Min Diameter,6,3,1,100000000,610000003290,
0,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000003292,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003294,
0.306532,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003297,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000003301,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003304,
0,µm,Spine,Spine Part Min Diameter,5,4,1,100000000,610000003306,
0.173606,µm,Spine,Spine Part Min Diameter,3,1,1,100000000,610000003309,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000003311,
0.248532,µm,Spine,Spine Part Min Diameter,7,3,1,100000000,610000003315,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003317,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003319,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003322,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003325,
0.295503,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000003330,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003334,
