
Spine Time
 ==================== 
Spine Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,3,1,1,100000001,610000003210,
0,s,Spine,3,2,1,100000000,610000003212,
0,s,Spine,5,1,1,100000000,610000003216,
0,s,Spine,1,2,1,100000000,610000003219,
0,s,Spine,3,1,1,100000000,610000003221,
0,s,Spine,0,1,1,100000001,610000003223,
0,s,Spine,3,1,1,100000001,610000003229,
0,s,Spine,0,1,1,100000001,610000003234,
0,s,Spine,5,2,1,100000000,610000003236,
0,s,Spine,3,3,1,100000000,610000003238,
0,s,Spine,0,1,1,100000001,610000003244,
0,s,Spine,5,2,1,100000000,610000003247,
0,s,Spine,1,2,1,100000000,610000003253,
0,s,Spine,3,3,1,100000000,610000003256,
0,s,Spine,0,1,1,100000000,610000003260,
0,s,Spine,5,1,1,100000000,610000003262,
0,s,Spine,2,2,1,100000000,610000003265,
0,s,Spine,6,2,1,100000000,610000003268,
0,s,Spine,8,1,1,100000000,610000003273,
0,s,Spine,1,2,1,100000000,610000003277,
0,s,Spine,0,1,1,100000001,610000003282,
0,s,Spine,5,3,1,100000000,610000003284,
0,s,Spine,5,3,1,100000000,610000003287,
0,s,Spine,6,3,1,100000000,610000003290,
0,s,Spine,6,2,1,100000000,610000003292,
0,s,Spine,1,2,1,100000000,610000003294,
0,s,Spine,2,1,1,100000000,610000003297,
0,s,Spine,5,2,1,100000000,610000003301,
0,s,Spine,2,2,1,100000000,610000003304,
0,s,Spine,5,4,1,100000000,610000003306,
0,s,Spine,3,1,1,100000000,610000003309,
0,s,Spine,3,2,1,100000000,610000003311,
0,s,Spine,7,3,1,100000000,610000003315,
0,s,Spine,1,2,1,100000000,610000003317,
0,s,Spine,0,1,1,100000001,610000003319,
0,s,Spine,3,3,1,100000000,610000003322,
0,s,Spine,0,1,1,100000001,610000003325,
0,s,Spine,3,2,1,100000000,610000003330,
0,s,Spine,1,2,1,100000000,610000003334,
0,s,Spine,0,1,1,100000001,610000003338,
0,s,Spine,0,1,1,100000001,610000003344,
0,s,Spine,3,3,1,100000000,610000003346,
0,s,Spine,4,1,1,100000000,610000003348,
0,s,Spine,1,2,1,100000000,610000003351,
0,s,Spine,0,1,1,100000001,610000003355,
0,s,Spine,1,1,1,100000000,610000003357,
0,s,Spine,0,1,1,100000001,610000003360,
0,s,Spine,6,2,1,100000000,610000003363,
0,s,Spine,0,1,1,100000001,610000003366,
0,s,Spine,1,2,1,100000000,610000003369,
0,s,Spine,5,1,1,100000000,610000003371,
0,s,Spine,6,3,1,100000000,610000003373,
0,s,Spine,2,2,1,100000000,610000003375,
0,s,Spine,2,2,1,100000000,610000003378,
0,s,Spine,2,3,1,100000000,610000003384,
0,s,Spine,1,2,1,100000000,610000003387,
0,s,Spine,1,2,1,100000000,610000003391,
0,s,Spine,0,1,1,100000001,610000003395,
0,s,Spine,3,1,1,100000000,610000003397,
0,s,Spine,0,1,1,100000001,610000003400,
0,s,Spine,1,2,1,100000000,610000003408,
0,s,Spine,0,1,1,100000001,610000003413,
0,s,Spine,0,1,1,100000001,610000003417,
0,s,Spine,1,1,1,100000000,610000003419,
0,s,Spine,3,2,1,100000000,610000003422,
0,s,Spine,0,1,1,100000001,610000003426,
0,s,Spine,1,2,1,100000000,610000003430,
0,s,Spine,2,2,1,100000000,610000003433,
0,s,Spine,2,1,1,100000000,610000003436,
0,s,Spine,3,3,1,100000000,610000003444,
0,s,Spine,5,2,1,100000000,610000003448,
0,s,Spine,0,1,1,100000001,610000003451,
0,s,Spine,2,3,1,100000000,610000003453,
0,s,Spine,1,2,1,100000001,610000003456,
0,s,Spine,7,3,1,100000000,610000003461,
0,s,Spine,0,1,1,100000001,610000003463,
0,s,Spine,1,2,1,100000000,610000003467,
0,s,Spine,3,1,1,100000001,610000003471,
0,s,Spine,6,2,1,100000000,610000003473,
0,s,Spine,2,1,1,100000000,610000003475,
0,s,Spine,0,1,1,100000001,610000003479,
0,s,Spine,1,2,1,100000000,610000003481,
0,s,Spine,0,1,1,100000001,610000003487,
0,s,Spine,2,2,1,100000000,610000003495,
0,s,Spine,5,1,1,100000000,610000003497,
0,s,Spine,1,2,1,100000000,610000003501,
0,s,Spine,4,2,1,100000000,610000003503,
0,s,Spine,1,2,1,100000000,610000003506,
0,s,Spine,0,1,1,100000001,610000003511,
0,s,Spine,2,2,1,100000000,610000003515,
0,s,Spine,0,1,1,100000000,610000003525,
0,s,Spine,5,1,1,100000000,610000003568,
0,s,Spine,5,1,1,100000000,610000003569,
0,s,Spine,4,1,1,100000000,610000003570,
0,s,Spine,3,2,1,100000000,610000003571,
0,s,Spine,3,2,1,100000000,610000003572,
0,s,Spine,2,1,1,100000000,610000003573,
0,s,Spine,2,1,1,100000000,610000003574,
0,s,Spine,6,3,1,100000000,610000003575,
0,s,Spine,3,3,1,100000000,610000003576,
0,s,Spine,3,3,1,100000000,610000003577,
0,s,Spine,3,3,1,100000000,610000003578,
0,s,Spine,3,3,1,100000000,610000003579,
0,s,Spine,3,3,1,100000000,610000003580,
0,s,Spine,3,3,1,100000000,610000003581,
0,s,Spine,3,3,1,100000000,610000003582,
0,s,Spine,1,2,1,100000000,610000003583,
0,s,Spine,1,2,1,100000000,610000003584,
0,s,Spine,1,2,1,100000000,610000003585,
0,s,Spine,6,4,1,100000000,610000003586,
0,s,Spine,5,3,1,100000000,610000003587,
0,s,Spine,4,3,1,100000000,610000003588,
0,s,Spine,3,2,1,100000000,610000003589,
0,s,Spine,7,6,1,100000000,610000003590,
0,s,Spine,6,5,1,100000000,610000003591,
0,s,Spine,4,3,1,100000000,610000003592,
0,s,Spine,3,2,1,100000000,610000003593,
0,s,Spine,7,2,1,100000000,610000003594,
0,s,Spine,7,2,1,100000000,610000003595,
0,s,Spine,6,3,1,100000000,610000003596,
0,s,Spine,6,2,1,100000000,610000003597,
0,s,Spine,6,2,1,100000000,610000003598,
0,s,Spine,7,2,1,100000000,610000003599,
0,s,Spine,8,1,1,100000000,610000003600,
0,s,Spine,2,2,1,100000000,610000003601,
0,s,Spine,2,2,1,100000000,610000003602,
0,s,Spine,0,1,1,100000000,610000003603,
0,s,Spine,1,1,1,100000000,610000003604,
0,s,Spine,0,1,1,100000000,610000003605,
0,s,Spine,0,1,1,100000000,610000003606,
0,s,Spine,0,1,1,100000000,610000003607,
0,s,Spine,0,1,1,100000000,610000003608,
0,s,Spine,0,1,1,100000000,610000003609,
0,s,Spine,2,2,1,100000000,610000003612,
0,s,Spine,2,2,1,100000000,610000003613,
0,s,Spine,1,2,1,100000000,610000003614,
0,s,Spine,1,2,1,100000000,610000003615,
