
Spine Terminal Pt Position
 ==================== 
Spine Terminal Pt Position X,Spine Terminal Pt Position Y,Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
2310.86,19915.7,1473.46,µm,Spine,Spine Terminal Pt Position,,,1,,610000003249,
2311.05,19915.7,1473.06,µm,Spine,Spine Terminal Pt Position,,,1,,610000003275,
2297.53,19941.8,1472.46,µm,Spine,Spine Terminal Pt Position,,,1,,610000003324,
2312.29,19914.2,1473.36,µm,Spine,Spine Terminal Pt Position,,,1,,610000003333,
2298.64,19941.7,1474.16,µm,Spine,Spine Terminal Pt Position,,,1,,610000003340,
2311.05,19916,1473.26,µm,Spine,Spine Terminal Pt Position,,,1,,610000003386,
2312.42,19914.4,1473.26,µm,Spine,Spine Terminal Pt Position,,,1,,610000003390,
2296.33,19941.5,1473.68,µm,Spine,Spine Terminal Pt Position,,,1,,610000003393,
2298.51,19941.6,1474.16,µm,Spine,Spine Terminal Pt Position,,,1,,610000003410,
2298.31,19941.9,1474.06,µm,Spine,Spine Terminal Pt Position,,,1,,610000003415,
2297.01,19941.9,1472.56,µm,Spine,Spine Terminal Pt Position,,,1,,610000003703,
2295.78,19940.1,1473.56,µm,Spine,Spine Terminal Pt Position,,,1,,610000003704,
2311.96,19914.7,1473.16,µm,Spine,Spine Terminal Pt Position,,,1,,610000003764,
2301.43,19944.9,1471.36,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003223,
2298.44,19939.1,1472.26,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003234,
2298.77,19938.9,1471.86,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003244,
2311.44,19919.9,1473.16,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000003260,
2298.57,19939.1,1471.86,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003282,
2297.47,19947.8,1473.46,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003319,
2296.88,19940.9,1472.56,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003338,
2296.23,19938.7,1472.76,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003355,
2298.38,19939.2,1471.76,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003360,
2296.62,19939.5,1473.26,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003366,
2300.98,19944.5,1471.36,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003400,
2297.4,19941.6,1471.16,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003426,
2296.56,19939.7,1473.26,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003479,
2297.21,19942.1,1473.06,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003683,
2297.27,19942.9,1472.86,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003684,
2297.43,19947.4,1472.59,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003685,
2297.6,19947.6,1473.26,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003686,
2294.48,19940.4,1474.06,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003687,
2294.41,19940.2,1473.86,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003688,
2298.18,19941.2,1471.56,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003693,
2298.31,19941.2,1471.36,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003694,
2297.08,19941,1472.36,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003695,
2297.57,19941.2,1472.28,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003696,
2297.7,19941.1,1472.27,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003697,
2315.86,19916.6,1472.36,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003701,
2296.76,19938,1472.64,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003702,
