
Spine Number of Voxel Ch=2 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
127,,Spine,2,3,Image 1,1,1,100000001,610000003210,
180,,Spine,2,3,Image 1,2,1,100000000,610000003212,
87,,Spine,2,5,Image 1,1,1,100000000,610000003216,
101,,Spine,2,1,Image 1,2,1,100000000,610000003219,
56,,Spine,2,3,Image 1,1,1,100000000,610000003221,
63,,Spine,2,0,Image 1,1,1,100000001,610000003223,
152,,Spine,2,3,Image 1,1,1,100000001,610000003229,
254,,Spine,2,0,Image 1,1,1,100000001,610000003234,
237,,Spine,2,5,Image 1,2,1,100000000,610000003236,
50,,Spine,2,3,Image 1,3,1,100000000,610000003238,
297,,Spine,2,0,Image 1,1,1,100000001,610000003244,
97,,Spine,2,5,Image 1,2,1,100000000,610000003247,
452,,Spine,2,1,Image 1,2,1,100000000,610000003253,
156,,Spine,2,3,Image 1,3,1,100000000,610000003256,
249,,Spine,2,0,Image 1,1,1,100000000,610000003260,
122,,Spine,2,5,Image 1,1,1,100000000,610000003262,
102,,Spine,2,2,Image 1,2,1,100000000,610000003265,
173,,Spine,2,6,Image 1,2,1,100000000,610000003268,
145,,Spine,2,8,Image 1,1,1,100000000,610000003273,
384,,Spine,2,1,Image 1,2,1,100000000,610000003277,
272,,Spine,2,0,Image 1,1,1,100000001,610000003282,
95,,Spine,2,5,Image 1,3,1,100000000,610000003284,
63,,Spine,2,5,Image 1,3,1,100000000,610000003287,
152,,Spine,2,6,Image 1,3,1,100000000,610000003290,
137,,Spine,2,6,Image 1,2,1,100000000,610000003292,
64,,Spine,2,1,Image 1,2,1,100000000,610000003294,
148,,Spine,2,2,Image 1,1,1,100000000,610000003297,
88,,Spine,2,5,Image 1,2,1,100000000,610000003301,
104,,Spine,2,2,Image 1,2,1,100000000,610000003304,
104,,Spine,2,5,Image 1,4,1,100000000,610000003306,
93,,Spine,2,3,Image 1,1,1,100000000,610000003309,
159,,Spine,2,3,Image 1,2,1,100000000,610000003311,
133,,Spine,2,7,Image 1,3,1,100000000,610000003315,
58,,Spine,2,1,Image 1,2,1,100000000,610000003317,
65,,Spine,2,0,Image 1,1,1,100000001,610000003319,
155,,Spine,2,3,Image 1,3,1,100000000,610000003322,
47,,Spine,2,0,Image 1,1,1,100000001,610000003325,
116,,Spine,2,3,Image 1,2,1,100000000,610000003330,
142,,Spine,2,1,Image 1,2,1,100000000,610000003334,
