
Spine Part Min Diameter Ground
 ==================== 
Spine Part Min Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.274219,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000003210,
0.326091,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000003212,
0.199914,µm,Spine,Spine Part Min Diameter,5,1,1,100000000,610000003216,
0.28983,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003219,
0.214117,µm,Spine,Spine Part Min Diameter,3,1,1,100000000,610000003221,
0.211384,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003223,
0.306315,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000003229,
0.336767,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003234,
0.343898,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000003236,
0.178844,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003238,
0.356178,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003244,
0.290192,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000003247,
0.184617,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003253,
0.267355,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003256,
0.23421,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003260,
0.336118,µm,Spine,Spine Part Min Diameter,5,1,1,100000000,610000003262,
0.298757,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003265,
0.30125,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000003268,
0.312799,µm,Spine,Spine Part Min Diameter,8,1,1,100000000,610000003273,
0.192372,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003277,
0.356178,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003282,
0.271558,µm,Spine,Spine Part Min Diameter,5,3,1,100000000,610000003284,
0.198879,µm,Spine,Spine Part Min Diameter,5,3,1,100000000,610000003287,
0.24375,µm,Spine,Spine Part Min Diameter,6,3,1,100000000,610000003290,
0.24375,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000003292,
0.1625,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003294,
0.31322,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003297,
0.290192,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000003301,
0.253846,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003304,
0.304457,µm,Spine,Spine Part Min Diameter,5,4,1,100000000,610000003306,
0.250272,µm,Spine,Spine Part Min Diameter,3,1,1,100000000,610000003309,
0.24375,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000003311,
0.28811,µm,Spine,Spine Part Min Diameter,7,3,1,100000000,610000003315,
0.168375,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003317,
0.192969,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003319,
0.329148,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003322,
