
Spine Terminal Pt Distance from Origin
 ==================== 
Spine Terminal Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
20120.5,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,100000001,610000003210,
20110.1,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000000,610000003212,
20093.5,µm,Spine,Spine Terminal Pt Distance from Origin,5,1,1,100000000,610000003216,
20103,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,100000000,610000003219,
20109.3,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,100000000,610000003221,
20131,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000003223,
20121.2,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,100000001,610000003229,
20125,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000003234,
20117.7,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,100000000,610000003236,
20095.5,µm,Spine,Spine Terminal Pt Distance from Origin,3,3,1,100000000,610000003238,
20124.9,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000003244,
20111.6,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,100000000,610000003247,
20103.4,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000003249,
20096.3,µm,Spine,Spine Terminal Pt Distance from Origin,3,3,1,100000000,610000003256,
20107.6,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000000,610000003260,
20094.9,µm,Spine,Spine Terminal Pt Distance from Origin,5,1,1,100000000,610000003262,
20105.8,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000000,610000003265,
20113.4,µm,Spine,Spine Terminal Pt Distance from Origin,6,2,1,100000000,610000003268,
20103.8,µm,Spine,Spine Terminal Pt Distance from Origin,8,1,1,100000000,610000003273,
20103.4,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000003275,
20125,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000003282,
20106.5,µm,Spine,Spine Terminal Pt Distance from Origin,5,3,1,100000000,610000003284,
20112.3,µm,Spine,Spine Terminal Pt Distance from Origin,5,3,1,100000000,610000003287,
20104.5,µm,Spine,Spine Terminal Pt Distance from Origin,6,3,1,100000000,610000003290,
20112.8,µm,Spine,Spine Terminal Pt Distance from Origin,6,2,1,100000000,610000003292,
20101.7,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,100000000,610000003294,
20103.5,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000000,610000003297,
20111.8,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,100000000,610000003301,
