
Spine Center Intensity Max Ch=5 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,5,3,Image 1,1,1,100000001,610000003210,
0,,Spine,5,3,Image 1,2,1,100000000,610000003212,
0,,Spine,5,5,Image 1,1,1,100000000,610000003216,
0,,Spine,5,1,Image 1,2,1,100000000,610000003219,
0,,Spine,5,3,Image 1,1,1,100000000,610000003221,
0,,Spine,5,0,Image 1,1,1,100000001,610000003223,
0,,Spine,5,3,Image 1,1,1,100000001,610000003229,
0,,Spine,5,0,Image 1,1,1,100000001,610000003234,
0,,Spine,5,5,Image 1,2,1,100000000,610000003236,
0,,Spine,5,3,Image 1,3,1,100000000,610000003238,
0,,Spine,5,0,Image 1,1,1,100000001,610000003244,
52,,Spine,5,5,Image 1,2,1,100000000,610000003247,
0,,Spine,5,1,Image 1,2,1,100000000,610000003253,
26,,Spine,5,3,Image 1,3,1,100000000,610000003256,
0,,Spine,5,0,Image 1,1,1,100000000,610000003260,
0,,Spine,5,5,Image 1,1,1,100000000,610000003262,
47,,Spine,5,2,Image 1,2,1,100000000,610000003265,
0,,Spine,5,6,Image 1,2,1,100000000,610000003268,
0,,Spine,5,8,Image 1,1,1,100000000,610000003273,
0,,Spine,5,1,Image 1,2,1,100000000,610000003277,
0,,Spine,5,0,Image 1,1,1,100000001,610000003282,
0,,Spine,5,5,Image 1,3,1,100000000,610000003284,
0,,Spine,5,5,Image 1,3,1,100000000,610000003287,
0,,Spine,5,6,Image 1,3,1,100000000,610000003290,
0,,Spine,5,6,Image 1,2,1,100000000,610000003292,
0,,Spine,5,1,Image 1,2,1,100000000,610000003294,
0,,Spine,5,2,Image 1,1,1,100000000,610000003297,
52,,Spine,5,5,Image 1,2,1,100000000,610000003301,
0,,Spine,5,2,Image 1,2,1,100000000,610000003304,
0,,Spine,5,5,Image 1,4,1,100000000,610000003306,
0,,Spine,5,3,Image 1,1,1,100000000,610000003309,
0,,Spine,5,3,Image 1,2,1,100000000,610000003311,
0,,Spine,5,7,Image 1,3,1,100000000,610000003315,
0,,Spine,5,1,Image 1,2,1,100000000,610000003317,
0,,Spine,5,0,Image 1,1,1,100000001,610000003319,
16,,Spine,5,3,Image 1,3,1,100000000,610000003322,
0,,Spine,5,0,Image 1,1,1,100000001,610000003325,
0,,Spine,5,3,Image 1,2,1,100000000,610000003330,
0,,Spine,5,1,Image 1,2,1,100000000,610000003334,
0,,Spine,5,0,Image 1,1,1,100000001,610000003338,
0,,Spine,5,0,Image 1,1,1,100000001,610000003344,
0,,Spine,5,3,Image 1,3,1,100000000,610000003346,
0,,Spine,5,4,Image 1,1,1,100000000,610000003348,
34,,Spine,5,1,Image 1,2,1,100000000,610000003351,
0,,Spine,5,0,Image 1,1,1,100000001,610000003355,
0,,Spine,5,1,Image 1,1,1,100000000,610000003357,
0,,Spine,5,0,Image 1,1,1,100000001,610000003360,
0,,Spine,5,6,Image 1,2,1,100000000,610000003363,
0,,Spine,5,0,Image 1,1,1,100000001,610000003366,
0,,Spine,5,1,Image 1,2,1,100000000,610000003369,
0,,Spine,5,5,Image 1,1,1,100000000,610000003371,
0,,Spine,5,6,Image 1,3,1,100000000,610000003373,
0,,Spine,5,2,Image 1,2,1,100000000,610000003375,
0,,Spine,5,2,Image 1,2,1,100000000,610000003378,
0,,Spine,5,2,Image 1,3,1,100000000,610000003384,
0,,Spine,5,1,Image 1,2,1,100000000,610000003387,
0,,Spine,5,1,Image 1,2,1,100000000,610000003391,
0,,Spine,5,0,Image 1,1,1,100000001,610000003395,
0,,Spine,5,3,Image 1,1,1,100000000,610000003397,
0,,Spine,5,0,Image 1,1,1,100000001,610000003400,
0,,Spine,5,1,Image 1,2,1,100000000,610000003408,
0,,Spine,5,0,Image 1,1,1,100000001,610000003413,
0,,Spine,5,0,Image 1,1,1,100000001,610000003417,
0,,Spine,5,1,Image 1,1,1,100000000,610000003419,
0,,Spine,5,3,Image 1,2,1,100000000,610000003422,
0,,Spine,5,0,Image 1,1,1,100000001,610000003426,
0,,Spine,5,1,Image 1,2,1,100000000,610000003430,
0,,Spine,5,2,Image 1,2,1,100000000,610000003433,
0,,Spine,5,2,Image 1,1,1,100000000,610000003436,
0,,Spine,5,3,Image 1,3,1,100000000,610000003444,
0,,Spine,5,5,Image 1,2,1,100000000,610000003448,
0,,Spine,5,0,Image 1,1,1,100000001,610000003451,
0,,Spine,5,2,Image 1,3,1,100000000,610000003453,
0,,Spine,5,1,Image 1,2,1,100000001,610000003456,
0,,Spine,5,7,Image 1,3,1,100000000,610000003461,
0,,Spine,5,0,Image 1,1,1,100000001,610000003463,
0,,Spine,5,1,Image 1,2,1,100000000,610000003467,
