
Spine Attachment Pt Diameter
 ==================== 
Spine Attachment Pt Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.307584,µm,Spine,3,1,1,100000001,610000003210,
0.326091,µm,Spine,3,2,1,100000000,610000003212,
0.316149,µm,Spine,5,1,1,100000000,610000003216,
0.307469,µm,Spine,1,2,1,100000000,610000003219,
0.228901,µm,Spine,3,1,1,100000000,610000003221,
0.258081,µm,Spine,0,1,1,100000001,610000003223,
0.306315,µm,Spine,3,1,1,100000001,610000003229,
0.421667,µm,Spine,0,1,1,100000001,610000003234,
0.343898,µm,Spine,5,2,1,100000000,610000003236,
0.2745,µm,Spine,3,3,1,100000000,610000003238,
0.421667,µm,Spine,0,1,1,100000001,610000003244,
0.290192,µm,Spine,5,2,1,100000000,610000003247,
0.184617,µm,Spine,1,2,1,100000000,610000003253,
0.267355,µm,Spine,3,3,1,100000000,610000003256,
0.511182,µm,Spine,0,1,1,100000000,610000003260,
0.336118,µm,Spine,5,1,1,100000000,610000003262,
0.298757,µm,Spine,2,2,1,100000000,610000003265,
0.384936,µm,Spine,6,2,1,100000000,610000003268,
0.367752,µm,Spine,8,1,1,100000000,610000003273,
0.192372,µm,Spine,1,2,1,100000000,610000003277,
0.421667,µm,Spine,0,1,1,100000001,610000003282,
0.271558,µm,Spine,5,3,1,100000000,610000003284,
0.24169,µm,Spine,5,3,1,100000000,610000003287,
0.394057,µm,Spine,6,3,1,100000000,610000003290,
0.408913,µm,Spine,6,2,1,100000000,610000003292,
0.30735,µm,Spine,1,2,1,100000000,610000003294,
0.31322,µm,Spine,2,1,1,100000000,610000003297,
0.290192,µm,Spine,5,2,1,100000000,610000003301,
0.253846,µm,Spine,2,2,1,100000000,610000003304,
0.304457,µm,Spine,5,4,1,100000000,610000003306,
0.302609,µm,Spine,3,1,1,100000000,610000003309,
0.24375,µm,Spine,3,2,1,100000000,610000003311,
0.368299,µm,Spine,7,3,1,100000000,610000003315,
0.294381,µm,Spine,1,2,1,100000000,610000003317,
0.281952,µm,Spine,0,1,1,100000001,610000003319,
0.329148,µm,Spine,3,3,1,100000000,610000003322,
0.186441,µm,Spine,0,1,1,100000001,610000003325,
0.290146,µm,Spine,3,2,1,100000000,610000003330,
