
Spine Part Max Diameter Head
 ==================== 
Spine Part Max Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.262872,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000003210,
0.295033,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000003212,
0.1625,µm,Spine,Spine Part Max Diameter,5,1,1,100000000,610000003216,
0.18901,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003219,
0.219241,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000003221,
0.233656,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003223,
0.278001,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000003229,
0.389902,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003234,
0.460892,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000003236,
0.179004,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000003238,
0.348497,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003244,
0.174154,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000003247,
0.701215,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003253,
0.1625,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000003256,
0.209049,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000003260,
0.287366,µm,Spine,Spine Part Max Diameter,5,1,1,100000000,610000003262,
0.1625,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000003265,
0.1625,µm,Spine,Spine Part Max Diameter,6,2,1,100000000,610000003268,
0.222792,µm,Spine,Spine Part Max Diameter,8,1,1,100000000,610000003273,
0.668467,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003277,
0.348497,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003282,
0.210062,µm,Spine,Spine Part Max Diameter,5,3,1,100000000,610000003284,
0.208018,µm,Spine,Spine Part Max Diameter,5,3,1,100000000,610000003287,
0.24375,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000003290,
0.210084,µm,Spine,Spine Part Max Diameter,6,2,1,100000000,610000003292,
0.174941,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003294,
0.24375,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000003297,
0.208432,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000003301,
0.220173,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000003304,
0.20367,µm,Spine,Spine Part Max Diameter,5,4,1,100000000,610000003306,
0.1625,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000003309,
0.427539,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000003311,
0.195434,µm,Spine,Spine Part Max Diameter,7,3,1,100000000,610000003315,
0.163403,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003317,
0.166539,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003319,
0.37066,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000003322,
0.274683,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003325,
0.22803,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000003330,
0.431672,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003334,
0.1625,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003338,
0.429438,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003344,
0.24375,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000003346,
0.182812,µm,Spine,Spine Part Max Diameter,4,1,1,100000000,610000003348,
0.390101,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003351,
0.234365,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003355,
0.248828,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000003357,
0.297836,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003360,
0.24375,µm,Spine,Spine Part Max Diameter,6,2,1,100000000,610000003363,
0.256912,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003366,
0.304447,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003369,
0.325,µm,Spine,Spine Part Max Diameter,5,1,1,100000000,610000003371,
0.325,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000003373,
0.172129,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000003375,
0.245255,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000003378,
0.268467,µm,Spine,Spine Part Max Diameter,2,3,1,100000000,610000003384,
0.535249,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003387,
0.431672,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003391,
0.363568,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003395,
0.173606,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000003397,
0.1625,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003400,
0.41169,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003408,
0.429438,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003413,
0.420235,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003417,
0.1625,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000003419,
0.295503,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000003422,
0.261188,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003426,
0.529231,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003430,
0.18712,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000003433,
0.306532,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000003436,
0.325,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000003444,
0.380755,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000003448,
0.349415,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003451,
0.279407,µm,Spine,Spine Part Max Diameter,2,3,1,100000000,610000003453,
0.22279,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000003456,
0.248532,µm,Spine,Spine Part Max Diameter,7,3,1,100000000,610000003461,
0.484961,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003463,
0.324309,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003467,
0.308574,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000003471,
0.24375,µm,Spine,Spine Part Max Diameter,6,2,1,100000000,610000003473,
0.1625,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000003475,
0.298274,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003479,
0.636322,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003481,
0.581372,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003487,
0.202184,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000003495,
0.192582,µm,Spine,Spine Part Max Diameter,5,1,1,100000000,610000003497,
0.54209,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003501,
0.242875,µm,Spine,Spine Part Max Diameter,4,2,1,100000000,610000003503,
0.437739,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003506,
0.40625,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003511,
0.198752,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000003515,
0.364964,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000003525,
0.278494,µm,Spine,Spine Part Max Diameter,5,1,1,100000000,610000003568,
0.24375,µm,Spine,Spine Part Max Diameter,5,1,1,100000000,610000003569,
0.264062,µm,Spine,Spine Part Max Diameter,4,1,1,100000000,610000003570,
0.217229,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000003571,
0.331975,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000003572,
0.199946,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000003573,
0.261523,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000003574,
0.274219,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000003575,
0.27861,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000003576,
0.195091,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000003577,
0.240148,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000003578,
0.204756,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000003579,
0.297164,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000003580,
0.182812,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000003581,
0.269282,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000003582,
0.286481,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003583,
0.2454,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003584,
0.292815,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003585,
0.195038,µm,Spine,Spine Part Max Diameter,6,4,1,100000000,610000003586,
0.264917,µm,Spine,Spine Part Max Diameter,5,3,1,100000000,610000003587,
0.356714,µm,Spine,Spine Part Max Diameter,4,3,1,100000000,610000003588,
0.318018,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000003589,
0.241132,µm,Spine,Spine Part Max Diameter,7,6,1,100000000,610000003590,
0.299687,µm,Spine,Spine Part Max Diameter,6,5,1,100000000,610000003591,
0.392282,µm,Spine,Spine Part Max Diameter,4,3,1,100000000,610000003592,
0.271539,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000003593,
0.282862,µm,Spine,Spine Part Max Diameter,7,2,1,100000000,610000003594,
0.24725,µm,Spine,Spine Part Max Diameter,7,2,1,100000000,610000003595,
0.17404,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000003596,
0.264701,µm,Spine,Spine Part Max Diameter,6,2,1,100000000,610000003597,
0.356984,µm,Spine,Spine Part Max Diameter,6,2,1,100000000,610000003598,
0.314844,µm,Spine,Spine Part Max Diameter,7,2,1,100000000,610000003599,
0.295022,µm,Spine,Spine Part Max Diameter,8,1,1,100000000,610000003600,
0.304007,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000003601,
0.178592,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000003602,
0.356463,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000003603,
0.304688,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000003604,
0.278608,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000003605,
0.264969,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000003606,
0.286914,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000003607,
0.345313,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000003608,
0.28029,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000003609,
0.228516,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000003612,
0.229004,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000003613,
0.445384,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003614,
0.295857,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003615,
0.416346,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003618,
0.416406,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003619,
0.266602,µm,Spine,Spine Part Max Diameter,4,1,1,100000000,610000003621,
0.336266,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000003622,
0.203362,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000003623,
0.245725,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000003624,
0.24375,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000003625,
0.356738,µm,Spine,Spine Part Max Diameter,6,2,1,100000000,610000003626,
0.398968,µm,Spine,Spine Part Max Diameter,6,2,1,100000000,610000003627,
0.233594,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000003628,
0.171449,µm,Spine,Spine Part Max Diameter,4,2,1,100000000,610000003629,
0.253906,µm,Spine,Spine Part Max Diameter,5,3,1,100000000,610000003630,
0.217946,µm,Spine,Spine Part Max Diameter,5,4,1,100000000,610000003631,
0.227862,µm,Spine,Spine Part Max Diameter,4,4,1,100000000,610000003632,
0.228581,µm,Spine,Spine Part Max Diameter,4,4,1,100000000,610000003633,
0.421484,µm,Spine,Spine Part Max Diameter,4,4,1,100000000,610000003634,
0.375495,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000003635,
0.303304,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000003636,
0.1625,µm,Spine,Spine Part Max Diameter,2,3,1,100000000,610000003637,
0.391677,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000003638,
0.214893,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000003639,
0.30254,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000003640,
0.338263,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000003641,
0.223437,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000003642,
0.252202,µm,Spine,Spine Part Max Diameter,5,3,1,100000000,610000003643,
0.341965,µm,Spine,Spine Part Max Diameter,4,1,1,100000000,610000003644,
0.226404,µm,Spine,Spine Part Max Diameter,4,1,1,100000000,610000003645,
0.208203,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000003646,
0.325417,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000003647,
0.176169,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000003648,
0.45283,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000003649,
0.219629,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000003652,
0.369909,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000003653,
0.559765,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000003654,
0.247942,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003658,
0.286461,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003659,
0.284394,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003660,
0.32098,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003661,
0.173169,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003664,
0.185352,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003665,
0.25677,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000003666,
0.420974,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000003667,
0.202923,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000003668,
0.305988,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003669,
0.366573,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003670,
0.510162,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003671,
0.260421,µm,Spine,Spine Part Max Diameter,5,3,1,100000001,610000003672,
0.297929,µm,Spine,Spine Part Max Diameter,5,2,1,100000001,610000003673,
0.311439,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000003674,
0.325,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000003675,
0.39411,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003676,
0.363141,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003677,
0.321248,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003680,
0.328034,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003681,
