
Spine Intensity Median Ch=1 Img=1
 ==================== 
Spine Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
25.125,,Spine,1,3,Image 1,1,1,100000001,610000003210,
13.0312,,Spine,1,3,Image 1,2,1,100000000,610000003212,
31.0625,,Spine,1,5,Image 1,1,1,100000000,610000003216,
22.0312,,Spine,1,1,Image 1,2,1,100000000,610000003219,
16.0312,,Spine,1,3,Image 1,1,1,100000000,610000003221,
20.0625,,Spine,1,0,Image 1,1,1,100000001,610000003223,
40.0625,,Spine,1,3,Image 1,1,1,100000001,610000003229,
31.0625,,Spine,1,0,Image 1,1,1,100000001,610000003234,
19.0625,,Spine,1,5,Image 1,2,1,100000000,610000003236,
39.0625,,Spine,1,3,Image 1,3,1,100000000,610000003238,
36.0625,,Spine,1,0,Image 1,1,1,100000001,610000003244,
27.0625,,Spine,1,5,Image 1,2,1,100000000,610000003247,
32.0625,,Spine,1,1,Image 1,2,1,100000000,610000003253,
12.0625,,Spine,1,3,Image 1,3,1,100000000,610000003256,
62.0625,,Spine,1,0,Image 1,1,1,100000000,610000003260,
20.0312,,Spine,1,5,Image 1,1,1,100000000,610000003262,
26.5625,,Spine,1,2,Image 1,2,1,100000000,610000003265,
46.125,,Spine,1,6,Image 1,2,1,100000000,610000003268,
54.125,,Spine,1,8,Image 1,1,1,100000000,610000003273,
37.125,,Spine,1,1,Image 1,2,1,100000000,610000003277,
37.5625,,Spine,1,0,Image 1,1,1,100000001,610000003282,
24.0625,,Spine,1,5,Image 1,3,1,100000000,610000003284,
27.0625,,Spine,1,5,Image 1,3,1,100000000,610000003287,
47.125,,Spine,1,6,Image 1,3,1,100000000,610000003290,
47.0625,,Spine,1,6,Image 1,2,1,100000000,610000003292,
50.0625,,Spine,1,1,Image 1,2,1,100000000,610000003294,
31.0625,,Spine,1,2,Image 1,1,1,100000000,610000003297,
28.0625,,Spine,1,5,Image 1,2,1,100000000,610000003301,
27.0625,,Spine,1,2,Image 1,2,1,100000000,610000003304,
30.125,,Spine,1,5,Image 1,4,1,100000000,610000003306,
30.0625,,Spine,1,3,Image 1,1,1,100000000,610000003309,
33.0625,,Spine,1,3,Image 1,2,1,100000000,610000003311,
53.125,,Spine,1,7,Image 1,3,1,100000000,610000003315,
30.0625,,Spine,1,1,Image 1,2,1,100000000,610000003317,
32.0625,,Spine,1,0,Image 1,1,1,100000001,610000003319,
21.0625,,Spine,1,3,Image 1,3,1,100000000,610000003322,
37.0625,,Spine,1,0,Image 1,1,1,100000001,610000003325,
37.5625,,Spine,1,3,Image 1,2,1,100000000,610000003330,
38.0625,,Spine,1,1,Image 1,2,1,100000000,610000003334,
54.0625,,Spine,1,0,Image 1,1,1,100000001,610000003338,
69.125,,Spine,1,0,Image 1,1,1,100000001,610000003344,
27.0625,,Spine,1,3,Image 1,3,1,100000000,610000003346,
47.5625,,Spine,1,4,Image 1,1,1,100000000,610000003348,
31.0625,,Spine,1,1,Image 1,2,1,100000000,610000003351,
40.125,,Spine,1,0,Image 1,1,1,100000001,610000003355,
31.0312,,Spine,1,1,Image 1,1,1,100000000,610000003357,
43.0625,,Spine,1,0,Image 1,1,1,100000001,610000003360,
36.0625,,Spine,1,6,Image 1,2,1,100000000,610000003363,
32.0625,,Spine,1,0,Image 1,1,1,100000001,610000003366,
36.0625,,Spine,1,1,Image 1,2,1,100000000,610000003369,
26.0312,,Spine,1,5,Image 1,1,1,100000000,610000003371,
40.0625,,Spine,1,6,Image 1,3,1,100000000,610000003373,
64.125,,Spine,1,2,Image 1,2,1,100000000,610000003375,
43.0625,,Spine,1,2,Image 1,2,1,100000000,610000003378,
29.0625,,Spine,1,2,Image 1,3,1,100000000,610000003384,
31.0625,,Spine,1,1,Image 1,2,1,100000000,610000003387,
49.5625,,Spine,1,1,Image 1,2,1,100000000,610000003391,
49.125,,Spine,1,0,Image 1,1,1,100000001,610000003395,
32.5625,,Spine,1,3,Image 1,1,1,100000000,610000003397,
41.5625,,Spine,1,0,Image 1,1,1,100000001,610000003400,
63.125,,Spine,1,1,Image 1,2,1,100000000,610000003408,
68.125,,Spine,1,0,Image 1,1,1,100000001,610000003413,
68.0625,,Spine,1,0,Image 1,1,1,100000001,610000003417,
31.0625,,Spine,1,1,Image 1,1,1,100000000,610000003419,
34.0625,,Spine,1,3,Image 1,2,1,100000000,610000003422,
63.0625,,Spine,1,0,Image 1,1,1,100000001,610000003426,
44.0625,,Spine,1,1,Image 1,2,1,100000000,610000003430,
48.0625,,Spine,1,2,Image 1,2,1,100000000,610000003433,
34.0625,,Spine,1,2,Image 1,1,1,100000000,610000003436,
40.0625,,Spine,1,3,Image 1,3,1,100000000,610000003444,
38.0625,,Spine,1,5,Image 1,2,1,100000000,610000003448,
48.5625,,Spine,1,0,Image 1,1,1,100000001,610000003451,
40.0625,,Spine,1,2,Image 1,3,1,100000000,610000003453,
55.625,,Spine,1,1,Image 1,2,1,100000001,610000003456,
56.625,,Spine,1,7,Image 1,3,1,100000000,610000003461,
46.0625,,Spine,1,0,Image 1,1,1,100000001,610000003463,
39.0625,,Spine,1,1,Image 1,2,1,100000000,610000003467,
53.0625,,Spine,1,3,Image 1,1,1,100000001,610000003471,
47.125,,Spine,1,6,Image 1,2,1,100000000,610000003473,
51.125,,Spine,1,2,Image 1,1,1,100000000,610000003475,
34.0625,,Spine,1,0,Image 1,1,1,100000001,610000003479,
50.125,,Spine,1,1,Image 1,2,1,100000000,610000003481,
67.0625,,Spine,1,0,Image 1,1,1,100000001,610000003487,
47.5625,,Spine,1,2,Image 1,2,1,100000000,610000003495,
39.0625,,Spine,1,5,Image 1,1,1,100000000,610000003497,
50.0625,,Spine,1,1,Image 1,2,1,100000000,610000003501,
56.0625,,Spine,1,4,Image 1,2,1,100000000,610000003503,
54.0625,,Spine,1,1,Image 1,2,1,100000000,610000003506,
87.125,,Spine,1,0,Image 1,1,1,100000001,610000003511,
55.0625,,Spine,1,2,Image 1,2,1,100000000,610000003515,
71.125,,Spine,1,0,Image 1,1,1,100000000,610000003525,
37.0625,,Spine,1,5,Image 1,1,1,100000000,610000003568,
48.0625,,Spine,1,5,Image 1,1,1,100000000,610000003569,
31.0312,,Spine,1,4,Image 1,1,1,100000000,610000003570,
27.0312,,Spine,1,3,Image 1,2,1,100000000,610000003571,
25.0312,,Spine,1,3,Image 1,2,1,100000000,610000003572,
39.0312,,Spine,1,2,Image 1,1,1,100000000,610000003573,
50.0625,,Spine,1,2,Image 1,1,1,100000000,610000003574,
28.0312,,Spine,1,6,Image 1,3,1,100000000,610000003575,
27.0625,,Spine,1,3,Image 1,3,1,100000000,610000003576,
34.0625,,Spine,1,3,Image 1,3,1,100000000,610000003577,
21.5625,,Spine,1,3,Image 1,3,1,100000000,610000003578,
41.5625,,Spine,1,3,Image 1,3,1,100000000,610000003579,
32.0625,,Spine,1,3,Image 1,3,1,100000000,610000003580,
34.0625,,Spine,1,3,Image 1,3,1,100000000,610000003581,
41.5625,,Spine,1,3,Image 1,3,1,100000000,610000003582,
37.0625,,Spine,1,1,Image 1,2,1,100000000,610000003583,
62.125,,Spine,1,1,Image 1,2,1,100000000,610000003584,
35.0625,,Spine,1,1,Image 1,2,1,100000000,610000003585,
23.0312,,Spine,1,6,Image 1,4,1,100000000,610000003586,
11.0312,,Spine,1,5,Image 1,3,1,100000000,610000003587,
38.5625,,Spine,1,4,Image 1,3,1,100000000,610000003588,
48.0625,,Spine,1,3,Image 1,2,1,100000000,610000003589,
25.0625,,Spine,1,7,Image 1,6,1,100000000,610000003590,
16.0312,,Spine,1,6,Image 1,5,1,100000000,610000003591,
38.5625,,Spine,1,4,Image 1,3,1,100000000,610000003592,
28.0625,,Spine,1,3,Image 1,2,1,100000000,610000003593,
30.0625,,Spine,1,7,Image 1,2,1,100000000,610000003594,
41.5625,,Spine,1,7,Image 1,2,1,100000000,610000003595,
38.0625,,Spine,1,6,Image 1,3,1,100000000,610000003596,
50.0625,,Spine,1,6,Image 1,2,1,100000000,610000003597,
43.0625,,Spine,1,6,Image 1,2,1,100000000,610000003598,
44.0625,,Spine,1,7,Image 1,2,1,100000000,610000003599,
72.125,,Spine,1,8,Image 1,1,1,100000000,610000003600,
32.9375,,Spine,1,2,Image 1,2,1,100000000,610000003601,
30.0625,,Spine,1,2,Image 1,2,1,100000000,610000003602,
28.0625,,Spine,1,0,Image 1,1,1,100000000,610000003603,
31.0312,,Spine,1,1,Image 1,1,1,100000000,610000003604,
23.0312,,Spine,1,0,Image 1,1,1,100000000,610000003605,
53.125,,Spine,1,0,Image 1,1,1,100000000,610000003606,
29.0625,,Spine,1,0,Image 1,1,1,100000000,610000003607,
61.625,,Spine,1,0,Image 1,1,1,100000000,610000003608,
46.125,,Spine,1,0,Image 1,1,1,100000000,610000003609,
14.0625,,Spine,1,2,Image 1,2,1,100000000,610000003612,
15.0625,,Spine,1,2,Image 1,2,1,100000000,610000003613,
34.0625,,Spine,1,1,Image 1,2,1,100000000,610000003614,
34.0625,,Spine,1,1,Image 1,2,1,100000000,610000003615,
41.0625,,Spine,1,1,Image 1,2,1,100000000,610000003618,
34.0625,,Spine,1,1,Image 1,2,1,100000000,610000003619,
52.125,,Spine,1,4,Image 1,1,1,100000000,610000003621,
29.5625,,Spine,1,3,Image 1,1,1,100000000,610000003622,
28.0625,,Spine,1,3,Image 1,1,1,100000000,610000003623,
18.0312,,Spine,1,3,Image 1,1,1,100000000,610000003624,
42.0625,,Spine,1,6,Image 1,3,1,100000000,610000003625,
46.0625,,Spine,1,6,Image 1,2,1,100000000,610000003626,
38.0625,,Spine,1,6,Image 1,2,1,100000000,610000003627,
26.0625,,Spine,1,5,Image 1,2,1,100000000,610000003628,
24.0625,,Spine,1,4,Image 1,2,1,100000000,610000003629,
42.0625,,Spine,1,5,Image 1,3,1,100000000,610000003630,
31.125,,Spine,1,5,Image 1,4,1,100000000,610000003631,
39.0625,,Spine,1,4,Image 1,4,1,100000000,610000003632,
45.0625,,Spine,1,4,Image 1,4,1,100000000,610000003633,
31.0625,,Spine,1,4,Image 1,4,1,100000000,610000003634,
37.0625,,Spine,1,3,Image 1,3,1,100000000,610000003635,
42.5625,,Spine,1,3,Image 1,3,1,100000000,610000003636,
38.0625,,Spine,1,2,Image 1,3,1,100000000,610000003637,
50.0625,,Spine,1,5,Image 1,2,1,100000000,610000003638,
15.0312,,Spine,1,5,Image 1,2,1,100000000,610000003639,
29.5625,,Spine,1,5,Image 1,2,1,100000000,610000003640,
23.0625,,Spine,1,5,Image 1,2,1,100000000,610000003641,
42.5625,,Spine,1,5,Image 1,2,1,100000000,610000003642,
26.5312,,Spine,1,5,Image 1,3,1,100000000,610000003643,
56.0625,,Spine,1,4,Image 1,1,1,100000000,610000003644,
