
Soma Intensity Sum Ch=5 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
67,,Soma,5,Image 1,1,100000000,800000000,
191,,Soma,5,Image 1,1,100000001,800000001,
