
Segment Intensity StdDev Ch=4 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,4,5,Image 1,1,1,100000000,510000000104,
0,,Segment,4,4,Image 1,1,1,100000000,510000000114,
0,,Segment,4,3,Image 1,1,1,100000000,510000000130,
0,,Segment,4,2,Image 1,1,1,100000000,510000000148,
0,,Segment,4,1,Image 1,1,1,100000000,510000000164,
0,,Segment,4,0,Image 1,1,1,100000000,510000000189,
0,,Segment,4,5,Image 1,2,1,100000000,510000000218,
3.52883,,Segment,4,5,Image 1,2,1,100000000,510000000244,
0,,Segment,4,4,Image 1,2,1,100000000,510000000261,
0,,Segment,4,5,Image 1,3,1,100000000,510000000263,
0,,Segment,4,4,Image 1,3,1,100000000,510000000267,
1.74675,,Segment,4,3,Image 1,2,1,100000000,510000000289,
0.749239,,Segment,4,4,Image 1,2,1,100000000,510000000292,
0,,Segment,4,2,Image 1,2,1,100000000,510000000297,
0,,Segment,4,0,Image 1,1,1,100000000,510000000327,
0,,Segment,4,0,Image 1,1,1,100000000,510000000360,
0,,Segment,4,1,Image 1,2,1,100000000,510000000395,
