
Spine Attachment Pt Time
 ==================== 
Spine Attachment Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,2,1,1,100000000,610000000436,
0,s,Spine,5,1,1,100000000,610000000443,
0,s,Spine,3,1,1,100000000,610000000451,
0,s,Spine,3,1,1,100000000,610000000465,
0,s,Spine,5,1,1,100000000,610000000474,
0,s,Spine,3,1,1,100000000,610000000477,
0,s,Spine,2,1,1,100000000,610000000482,
0,s,Spine,2,1,1,100000000,610000000491,
0,s,Spine,3,1,1,100000000,610000000498,
0,s,Spine,5,2,1,100000000,610000000508,
0,s,Spine,2,1,1,100000000,610000000511,
0,s,Spine,1,1,1,,610000000539,
0,s,Spine,2,1,1,,610000000540,
0,s,Spine,3,2,1,,610000000541,
0,s,Spine,5,2,1,,610000000542,
0,s,Spine,5,2,1,,610000000543,
0,s,Spine,5,2,1,,610000000544,
0,s,Spine,5,2,1,,610000000545,
0,s,Spine,5,1,1,,610000000546,
0,s,Spine,5,1,1,,610000000547,
0,s,Spine,5,1,1,,610000000548,
0,s,Spine,5,1,1,,610000000549,
0,s,Spine,0,1,1,,610000000550,
0,s,Spine,0,1,1,,610000000551,
