
Spine Attachment Pt Time Index
 ==================== 
Spine Attachment Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,2,1,1,100000000,610000000436,
1,,Spine,5,1,1,100000000,610000000443,
1,,Spine,3,1,1,100000000,610000000451,
1,,Spine,3,1,1,100000000,610000000465,
1,,Spine,5,1,1,100000000,610000000474,
1,,Spine,3,1,1,100000000,610000000477,
1,,Spine,2,1,1,100000000,610000000482,
1,,Spine,2,1,1,100000000,610000000491,
1,,Spine,3,1,1,100000000,610000000498,
1,,Spine,5,2,1,100000000,610000000508,
1,,Spine,2,1,1,100000000,610000000511,
1,,Spine,1,1,1,,610000000539,
1,,Spine,2,1,1,,610000000540,
1,,Spine,3,2,1,,610000000541,
1,,Spine,5,2,1,,610000000542,
1,,Spine,5,2,1,,610000000543,
1,,Spine,5,2,1,,610000000544,
1,,Spine,5,2,1,,610000000545,
1,,Spine,5,1,1,,610000000546,
1,,Spine,5,1,1,,610000000547,
1,,Spine,5,1,1,,610000000548,
1,,Spine,5,1,1,,610000000549,
1,,Spine,0,1,1,,610000000550,
1,,Spine,0,1,1,,610000000551,
