
Spine Part Max Diameter Ground
 ==================== 
Spine Part Max Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.485312,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000428,
0.574395,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000000433,
0.550939,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000000436,
1.08976,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000000441,
0.372282,µm,Spine,Spine Part Max Diameter,5,1,1,100000000,610000000443,
0.43581,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000447,
1.00061,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000000451,
0.406834,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000000454,
0.40625,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000458,
0.718424,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000461,
0.899019,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000000465,
0.462175,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000469,
0.705486,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000472,
0.469563,µm,Spine,Spine Part Max Diameter,5,1,1,100000000,610000000474,
1.08976,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000000477,
0.574395,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000000480,
0.569589,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000000482,
0.542463,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000487,
0.684082,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000000491,
0.557551,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000494,
0.394318,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000496,
0.783769,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000000498,
0.41474,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000501,
0.574395,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000000508,
0.684182,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000000511,
0.547916,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000516,
0.611615,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000521,
0.261948,µm,Spine,Spine Part Max Diameter,5,1,1,100000000,610000000522,
0.44965,µm,Spine,Spine Part Max Diameter,5,1,1,100000000,610000000523,
0.435563,µm,Spine,Spine Part Max Diameter,5,1,1,100000000,610000000524,
0.469758,µm,Spine,Spine Part Max Diameter,5,1,1,100000000,610000000525,
0.302018,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000000526,
0.291578,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000000527,
0.406834,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000000528,
0.412093,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000000529,
0.41943,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000000530,
0.616307,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000000531,
0.429561,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000000532,
0.469935,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000534,
0.27437,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000535,
0.493172,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000538,
