
Segment Intensity Mean Ch=1 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.2004,,Segment,1,5,Image 1,1,1,100000000,510000000104,
1.63263,,Segment,1,4,Image 1,1,1,100000000,510000000114,
1.0959,,Segment,1,3,Image 1,1,1,100000000,510000000130,
0.851351,,Segment,1,2,Image 1,1,1,100000000,510000000148,
0.884774,,Segment,1,1,Image 1,1,1,100000000,510000000164,
0.525424,,Segment,1,0,Image 1,1,1,100000000,510000000189,
0.867717,,Segment,1,5,Image 1,2,1,100000000,510000000218,
1.49899,,Segment,1,5,Image 1,2,1,100000000,510000000244,
1.32709,,Segment,1,4,Image 1,2,1,100000000,510000000261,
0.535714,,Segment,1,5,Image 1,3,1,100000000,510000000263,
1.91026,,Segment,1,4,Image 1,3,1,100000000,510000000267,
1.52891,,Segment,1,3,Image 1,2,1,100000000,510000000289,
1.59292,,Segment,1,4,Image 1,2,1,100000000,510000000292,
0.782051,,Segment,1,2,Image 1,2,1,100000000,510000000297,
0.528302,,Segment,1,0,Image 1,1,1,100000000,510000000327,
0.42623,,Segment,1,0,Image 1,1,1,100000000,510000000360,
0.779874,,Segment,1,1,Image 1,2,1,100000000,510000000395,
