
Spine Attachment Pt Branching Angle
 ==================== 
Spine Attachment Pt Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
85.3544,°,Spine,2,1,1,100000000,610000000436,
89.7851,°,Spine,5,1,1,100000000,610000000443,
85.3012,°,Spine,3,1,1,100000000,610000000451,
89.1389,°,Spine,3,1,1,100000000,610000000465,
88.4505,°,Spine,5,1,1,100000000,610000000474,
67.0541,°,Spine,2,1,1,100000000,610000000482,
74.2401,°,Spine,2,1,1,100000000,610000000491,
77.9784,°,Spine,3,1,1,100000000,610000000498,
77.341,°,Spine,2,1,1,100000000,610000000511,
96.5128,°,Spine,5,1,1,100000000,610000000522,
59.9165,°,Spine,5,1,1,100000000,610000000523,
89.5931,°,Spine,5,1,1,100000000,610000000524,
82.5531,°,Spine,5,1,1,100000000,610000000525,
76.3551,°,Spine,5,2,1,100000000,610000000526,
76.6775,°,Spine,5,2,1,100000000,610000000527,
60.1302,°,Spine,5,2,1,100000000,610000000529,
82.045,°,Spine,3,2,1,100000000,610000000530,
93.5835,°,Spine,2,1,1,100000000,610000000531,
65.6656,°,Spine,1,1,1,100000000,610000000532,
93.9495,°,Spine,0,1,1,100000000,610000000534,
81.2915,°,Spine,0,1,1,100000000,610000000535,
