
Spine Intensity Max Ch=4 Img=1
 ==================== 
Spine Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
92,,Spine,4,1,Image 1,2,1,100000000,610000001992,
92,,Spine,4,1,Image 1,2,1,100000000,610000002002,
35,,Spine,4,1,Image 1,2,1,100000000,610000002004,
49,,Spine,4,1,Image 1,2,1,100000002,610000002011,
38,,Spine,4,1,Image 1,2,1,100000000,610000002014,
75,,Spine,4,2,Image 1,1,1,100000000,610000002019,
92,,Spine,4,1,Image 1,2,1,100000000,610000002024,
78,,Spine,4,5,Image 1,2,1,100000001,610000002030,
92,,Spine,4,1,Image 1,2,1,100000000,610000002034,
50,,Spine,4,1,Image 1,2,1,100000002,610000002039,
95,,Spine,4,4,Image 1,1,1,100000001,610000002041,
92,,Spine,4,1,Image 1,2,1,100000000,610000002045,
78,,Spine,4,2,Image 1,3,1,100000001,610000002048,
98,,Spine,4,2,Image 1,3,1,100000001,610000002052,
54,,Spine,4,4,Image 1,2,1,100000000,610000002054,
70,,Spine,4,5,Image 1,3,1,100000001,610000002056,
116,,Spine,4,3,Image 1,2,1,100000001,610000002060,
98,,Spine,4,6,Image 1,5,1,100000001,610000002062,
78,,Spine,4,5,Image 1,2,1,100000001,610000002065,
62,,Spine,4,1,Image 1,2,1,100000000,610000002067,
59,,Spine,4,4,Image 1,3,1,100000001,610000002070,
49,,Spine,4,1,Image 1,2,1,100000002,610000002074,
98,,Spine,4,2,Image 1,3,1,100000001,610000002077,
75,,Spine,4,2,Image 1,1,1,100000000,610000002079,
98,,Spine,4,2,Image 1,3,1,100000001,610000002082,
81,,Spine,4,1,Image 1,2,1,100000001,610000002087,
54,,Spine,4,12,Image 1,7,1,100000001,610000002089,
62,,Spine,4,1,Image 1,2,1,100000000,610000002092,
116,,Spine,4,3,Image 1,2,1,100000001,610000002094,
105,,Spine,4,2,Image 1,3,1,100000001,610000002097,
82,,Spine,4,12,Image 1,7,1,100000001,610000002100,
92,,Spine,4,1,Image 1,2,1,100000000,610000002102,
