
Segment Position
 ==================== 
Segment Position X,Segment Position Y,Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-18466.5,16066.3,1493.71,µm,Segment,Segment Position,0,1,1,100000002,510000000086,
-18466.6,16067.5,1493.81,µm,Segment,Segment Position,0,1,1,100000002,510000000294,
-18448.1,16037.6,1494.34,µm,Segment,Segment Position,0,1,1,100000000,510000000450,
-18455.7,16048.6,1493.97,µm,Segment,Segment Position,0,1,1,100000001,510000000593,
-18453.3,16049.2,1494.17,µm,Segment,Segment Position,0,1,1,100000001,510000000920,
-18450.8,16049.3,1493.46,µm,Segment,Segment Position,0,1,1,100000001,510000001724,
-18466.2,16065.7,1493.66,µm,Segment,Segment Position,1,1,1,100000002,510000000080,
-18448,16037.1,1494.21,µm,Segment,Segment Position,1,1,1,100000000,510000000424,
-18465.9,16068.4,1494.06,µm,Segment,Segment Position,1,1,1,100000002,510000000476,
-18456.4,16048.1,1494.07,µm,Segment,Segment Position,1,1,1,100000001,510000001181,
-18452.6,16049,1494.24,µm,Segment,Segment Position,1,1,1,100000001,510000001767,
-18464.6,16065.9,1493.56,µm,Segment,Segment Position,1,2,1,100000002,510000000231,
-18465.4,16068.7,1493.99,µm,Segment,Segment Position,1,2,1,100000002,510000000256,
-18456.7,16049,1494.4,µm,Segment,Segment Position,1,2,1,100000001,510000000582,
-18452.5,16048.8,1494.29,µm,Segment,Segment Position,1,2,1,100000001,510000000906,
-18445.2,16037.6,1493.51,µm,Segment,Segment Position,1,2,1,100000000,510000001069,
-18452.8,16048.3,1494.01,µm,Segment,Segment Position,1,2,1,100000001,510000001694,
-18443.3,16062.8,1495.95,µm,Segment,Segment Position,10,6,1,100000001,510000000944,
-18443.4,16063.1,1495.78,µm,Segment,Segment Position,10,7,1,100000001,510000000686,
-18443.3,16063.9,1495.68,µm,Segment,Segment Position,11,7,1,100000001,510000000676,
-18444,16063.9,1496.06,µm,Segment,Segment Position,11,8,1,100000001,510000000941,
-18443,16064.4,1495.6,µm,Segment,Segment Position,12,7,1,100000001,510000000926,
-18443.4,16064.4,1495.48,µm,Segment,Segment Position,12,8,1,100000001,510000000668,
-18466,16065.3,1493.52,µm,Segment,Segment Position,2,1,1,100000002,510000000072,
-18448.4,16036.1,1493.66,µm,Segment,Segment Position,2,1,1,100000000,510000001575,
-18456.8,16047.6,1494.13,µm,Segment,Segment Position,2,1,1,100000001,510000001811,
-18447.8,16034.6,1495.76,µm,Segment,Segment Position,2,2,1,100000000,510000000413,
-18457.9,16050.3,1494.94,µm,Segment,Segment Position,2,2,1,100000001,510000001276,
-18453.7,16047.1,1494.21,µm,Segment,Segment Position,2,2,1,100000001,510000001681,
-18456.9,16047.8,1493.82,µm,Segment,Segment Position,2,2,1,100000001,510000001748,
-18466.3,16065,1493.55,µm,Segment,Segment Position,2,2,1,100000002,510000001760,
-18452.2,16048.6,1494.31,µm,Segment,Segment Position,2,2,1,100000001,510000001817,
