
Segment Center Intensity Median Ch=2 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
17.5625,,Segment,2,6,Image 1,4,1,100000002,510000000024,
1.01562,,Segment,2,5,Image 1,3,1,100000002,510000000032,
2.00781,,Segment,2,4,Image 1,2,1,100000002,510000000046,
26.0625,,Segment,2,3,Image 1,2,1,100000002,510000000069,
61.5312,,Segment,2,2,Image 1,1,1,100000002,510000000072,
56.0312,,Segment,2,1,Image 1,1,1,100000002,510000000080,
52.0625,,Segment,2,0,Image 1,1,1,100000002,510000000086,
2.00391,,Segment,2,7,Image 1,4,1,100000002,510000000101,
1.01562,,Segment,2,6,Image 1,3,1,100000002,510000000148,
1.03125,,Segment,2,5,Image 1,2,1,100000002,510000000184,
1.51562,,Segment,2,7,Image 1,3,1,100000002,510000000197,
25.0625,,Segment,2,1,Image 1,2,1,100000002,510000000231,
13.5078,,Segment,2,4,Image 1,3,1,100000002,510000000234,
3.03125,,Segment,2,1,Image 1,2,1,100000002,510000000256,
29.0625,,Segment,2,0,Image 1,1,1,100000002,510000000294,
25.0312,,Segment,2,4,Image 1,3,1,100000000,510000000329,
22.0312,,Segment,2,3,Image 1,2,1,100000000,510000000342,
20.5312,,Segment,2,2,Image 1,2,1,100000000,510000000413,
35.5156,,Segment,2,1,Image 1,1,1,100000000,510000000424,
36,,Segment,2,0,Image 1,1,1,100000000,510000000450,
31.5078,,Segment,2,4,Image 1,2,1,100000000,510000000463,
13.0156,,Segment,2,3,Image 1,3,1,100000000,510000000473,
4.00781,,Segment,2,1,Image 1,1,1,100000002,510000000476,
45.0625,,Segment,2,4,Image 1,4,1,100000001,510000000506,
71.5312,,Segment,2,3,Image 1,3,1,100000001,510000000521,
17.5625,,Segment,2,2,Image 1,3,1,100000001,510000000560,
64.0625,,Segment,2,1,Image 1,2,1,100000001,510000000582,
52.0312,,Segment,2,0,Image 1,1,1,100000001,510000000593,
28.0625,,Segment,2,4,Image 1,3,1,100000001,510000000631,
56.5625,,Segment,2,3,Image 1,4,1,100000001,510000000660,
10.0156,,Segment,2,12,Image 1,8,1,100000001,510000000668,
21.0156,,Segment,2,11,Image 1,7,1,100000001,510000000676,
41.0156,,Segment,2,10,Image 1,7,1,100000001,510000000686,
34.0312,,Segment,2,9,Image 1,6,1,100000001,510000000709,
32.0625,,Segment,2,8,Image 1,5,1,100000001,510000000735,
39.5625,,Segment,2,7,Image 1,4,1,100000001,510000000792,
57.0078,,Segment,2,6,Image 1,4,1,100000001,510000000794,
41.5625,,Segment,2,5,Image 1,4,1,100000001,510000000819,
48.5312,,Segment,2,4,Image 1,3,1,100000001,510000000846,
50.5625,,Segment,2,3,Image 1,3,1,100000001,510000000865,
55.5312,,Segment,2,2,Image 1,3,1,100000001,510000000902,
41.0312,,Segment,2,1,Image 1,2,1,100000001,510000000906,
31.0312,,Segment,2,0,Image 1,1,1,100000001,510000000920,
27.0156,,Segment,2,12,Image 1,7,1,100000001,510000000926,
26.0156,,Segment,2,11,Image 1,8,1,100000001,510000000941,
32.0156,,Segment,2,10,Image 1,6,1,100000001,510000000944,
25.0078,,Segment,2,9,Image 1,5,1,100000001,510000000948,
21.5312,,Segment,2,7,Image 1,5,1,100000001,510000000958,
80.5625,,Segment,2,6,Image 1,5,1,100000001,510000000967,
39.0625,,Segment,2,6,Image 1,4,1,100000001,510000000994,
47.0156,,Segment,2,5,Image 1,3,1,100000001,510000000996,
32.5312,,Segment,2,1,Image 1,2,1,100000000,510000001069,
13.0312,,Segment,2,7,Image 1,2,1,100000001,510000001076,
64.0625,,Segment,2,6,Image 1,1,1,100000001,510000001099,
43.5625,,Segment,2,5,Image 1,1,1,100000001,510000001114,
60.5625,,Segment,2,4,Image 1,1,1,100000001,510000001167,
46.0312,,Segment,2,3,Image 1,1,1,100000001,510000001171,
41.5312,,Segment,2,1,Image 1,1,1,100000001,510000001181,
