
Spine Part Volume Neck
 ==================== 
Spine Part Volume Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.0123511,µm^3,Spine,Spine Part Volume,1,2,1,100000000,610000001992,
0.0098091,µm^3,Spine,Spine Part Volume,1,2,1,100000000,610000002002,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000002004,
0.00622234,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000002011,
0.00522384,µm^3,Spine,Spine Part Volume,1,2,1,100000000,610000002014,
0.0141171,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000002019,
0.00587925,µm^3,Spine,Spine Part Volume,1,2,1,100000000,610000002024,
0.00315279,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000002030,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000000,610000002034,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000002039,
0,µm^3,Spine,Spine Part Volume,4,1,1,100000001,610000002041,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000000,610000002045,
0,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000002048,
0.00509088,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000002052,
0,µm^3,Spine,Spine Part Volume,4,2,1,100000000,610000002054,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000002056,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000002060,
0,µm^3,Spine,Spine Part Volume,6,5,1,100000001,610000002062,
0.00292356,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000002065,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000002067,
0,µm^3,Spine,Spine Part Volume,4,3,1,100000001,610000002070,
0.00178697,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000002074,
0.00822494,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000002077,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000002079,
0.00503944,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000002082,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000002087,
0,µm^3,Spine,Spine Part Volume,12,7,1,100000001,610000002089,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000002092,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000002094,
0,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000002097,
0,µm^3,Spine,Spine Part Volume,12,7,1,100000001,610000002100,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000000,610000002102,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000002104,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000002107,
0.00591708,µm^3,Spine,Spine Part Volume,4,2,1,100000001,610000002110,
0,µm^3,Spine,Spine Part Volume,4,2,1,100000001,610000002112,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000002115,
0,µm^3,Spine,Spine Part Volume,12,7,1,100000001,610000002117,
0,µm^3,Spine,Spine Part Volume,12,7,1,100000001,610000002123,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000002130,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000002133,
0,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000002136,
0,µm^3,Spine,Spine Part Volume,4,2,1,100000001,610000002141,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000002144,
0,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000002149,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000002153,
0,µm^3,Spine,Spine Part Volume,12,7,1,100000001,610000002158,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000002169,
0,µm^3,Spine,Spine Part Volume,12,7,1,100000001,610000002172,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000002206,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000002207,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000002208,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000002209,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000002210,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000002211,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002212,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002213,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002214,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000000,610000002215,
0,µm^3,Spine,Spine Part Volume,4,3,1,100000001,610000002219,
0,µm^3,Spine,Spine Part Volume,4,3,1,100000001,610000002220,
0,µm^3,Spine,Spine Part Volume,4,3,1,100000001,610000002221,
0,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000002222,
0,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000002223,
0,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000002224,
0,µm^3,Spine,Spine Part Volume,4,3,1,100000001,610000002225,
0,µm^3,Spine,Spine Part Volume,4,2,1,100000001,610000002226,
0,µm^3,Spine,Spine Part Volume,4,1,1,100000001,610000002227,
0,µm^3,Spine,Spine Part Volume,4,1,1,100000001,610000002228,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000002229,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000002230,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002231,
0,µm^3,Spine,Spine Part Volume,12,7,1,100000001,610000002244,
0,µm^3,Spine,Spine Part Volume,11,7,1,100000001,610000002245,
0,µm^3,Spine,Spine Part Volume,7,4,1,100000001,610000002246,
0,µm^3,Spine,Spine Part Volume,5,4,1,100000001,610000002247,
0,µm^3,Spine,Spine Part Volume,4,4,1,100000001,610000002248,
0,µm^3,Spine,Spine Part Volume,3,4,1,100000001,610000002249,
0,µm^3,Spine,Spine Part Volume,3,4,1,100000001,610000002250,
0,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000002251,
0,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000002252,
0,µm^3,Spine,Spine Part Volume,4,2,1,100000001,610000002253,
0,µm^3,Spine,Spine Part Volume,4,2,1,100000001,610000002254,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000002255,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000002256,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000002257,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000002258,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000002259,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000002260,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000002261,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000002262,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000002263,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000002264,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000002272,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000002273,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000002274,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000002275,
0,µm^3,Spine,Spine Part Volume,3,1,1,100000002,610000002276,
0,µm^3,Spine,Spine Part Volume,3,1,1,100000002,610000002277,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000002278,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000002279,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000002280,
