
Spine Max Diameter
 ==================== 
Spine Max Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.239045,µm,Spine,1,2,1,100000000,610000001992,
0.227245,µm,Spine,1,2,1,100000000,610000002002,
0.250064,µm,Spine,2,1,1,100000000,610000002004,
0.220811,µm,Spine,3,2,1,100000002,610000002011,
0.282799,µm,Spine,1,2,1,100000000,610000002014,
0.445159,µm,Spine,2,1,1,100000000,610000002019,
0.227245,µm,Spine,1,2,1,100000000,610000002024,
0.242284,µm,Spine,5,2,1,100000001,610000002030,
0.243506,µm,Spine,1,2,1,100000000,610000002034,
0.220811,µm,Spine,3,2,1,100000002,610000002039,
0.303421,µm,Spine,4,1,1,100000001,610000002041,
0.227245,µm,Spine,1,2,1,100000000,610000002045,
0.378599,µm,Spine,2,3,1,100000001,610000002048,
0.263623,µm,Spine,2,3,1,100000001,610000002052,
0.294216,µm,Spine,4,2,1,100000000,610000002054,
0.303026,µm,Spine,5,3,1,100000001,610000002056,
0.487012,µm,Spine,3,2,1,100000001,610000002060,
0.256096,µm,Spine,6,5,1,100000001,610000002062,
0.242284,µm,Spine,5,2,1,100000001,610000002065,
0.481305,µm,Spine,2,1,1,100000000,610000002067,
0.346156,µm,Spine,4,3,1,100000001,610000002070,
0.220811,µm,Spine,3,2,1,100000002,610000002074,
0.26578,µm,Spine,2,3,1,100000001,610000002077,
0.445159,µm,Spine,2,1,1,100000000,610000002079,
0.272309,µm,Spine,2,3,1,100000001,610000002082,
0.281871,µm,Spine,1,2,1,100000001,610000002087,
0.55101,µm,Spine,12,7,1,100000001,610000002089,
0.573887,µm,Spine,2,1,1,100000000,610000002092,
0.297305,µm,Spine,3,2,1,100000001,610000002094,
0.460613,µm,Spine,2,3,1,100000001,610000002097,
0.376054,µm,Spine,12,7,1,100000001,610000002100,
0.243506,µm,Spine,1,2,1,100000000,610000002102,
0.434002,µm,Spine,3,2,1,100000002,610000002104,
0.445159,µm,Spine,2,1,1,100000000,610000002107,
0.377279,µm,Spine,4,2,1,100000001,610000002110,
0.375741,µm,Spine,4,2,1,100000001,610000002112,
0.389356,µm,Spine,3,2,1,100000002,610000002115,
0.268871,µm,Spine,12,7,1,100000001,610000002117,
0.271062,µm,Spine,12,7,1,100000001,610000002123,
0.519996,µm,Spine,3,2,1,100000001,610000002130,
0.292968,µm,Spine,1,2,1,100000001,610000002133,
0.283229,µm,Spine,2,3,1,100000001,610000002136,
0.432382,µm,Spine,4,2,1,100000001,610000002141,
0.296897,µm,Spine,1,2,1,100000002,610000002144,
0.263623,µm,Spine,2,3,1,100000001,610000002149,
0.437634,µm,Spine,3,2,1,100000002,610000002153,
0.292901,µm,Spine,12,7,1,100000001,610000002158,
0.322032,µm,Spine,1,2,1,100000002,610000002169,
0.268871,µm,Spine,12,7,1,100000001,610000002172,
0.506658,µm,Spine,2,1,1,100000000,610000002206,
0.444152,µm,Spine,2,1,1,100000000,610000002207,
0.610892,µm,Spine,2,1,1,100000000,610000002208,
0.445159,µm,Spine,2,1,1,100000000,610000002209,
0.482577,µm,Spine,2,1,1,100000000,610000002210,
0.435029,µm,Spine,2,1,1,100000000,610000002211,
0.409808,µm,Spine,1,1,1,100000000,610000002212,
0.409808,µm,Spine,1,1,1,100000000,610000002213,
0.348205,µm,Spine,1,1,1,100000000,610000002214,
0.282799,µm,Spine,1,2,1,100000000,610000002215,
0.346156,µm,Spine,4,3,1,100000001,610000002219,
0.346156,µm,Spine,4,3,1,100000001,610000002220,
0.346156,µm,Spine,4,3,1,100000001,610000002221,
0.283229,µm,Spine,2,3,1,100000001,610000002222,
0.263623,µm,Spine,2,3,1,100000001,610000002223,
0.26578,µm,Spine,2,3,1,100000001,610000002224,
0.273812,µm,Spine,4,3,1,100000001,610000002225,
0.383056,µm,Spine,4,2,1,100000001,610000002226,
0.303421,µm,Spine,4,1,1,100000001,610000002227,
0.328677,µm,Spine,4,1,1,100000001,610000002228,
0.254622,µm,Spine,2,2,1,100000001,610000002229,
0.319335,µm,Spine,1,1,1,100000001,610000002230,
0.330918,µm,Spine,0,1,1,100000001,610000002231,
0.290307,µm,Spine,12,7,1,100000001,610000002244,
0.369358,µm,Spine,11,7,1,100000001,610000002245,
0.313226,µm,Spine,7,4,1,100000001,610000002246,
0.287718,µm,Spine,5,4,1,100000001,610000002247,
0.269044,µm,Spine,4,4,1,100000001,610000002248,
0.301664,µm,Spine,3,4,1,100000001,610000002249,
0.263006,µm,Spine,3,4,1,100000001,610000002250,
0.321938,µm,Spine,5,2,1,100000001,610000002251,
0.332508,µm,Spine,5,2,1,100000001,610000002252,
0.369938,µm,Spine,4,2,1,100000001,610000002253,
0.378102,µm,Spine,4,2,1,100000001,610000002254,
0.281453,µm,Spine,3,2,1,100000001,610000002255,
0.580957,µm,Spine,3,2,1,100000001,610000002256,
0.423088,µm,Spine,3,2,1,100000001,610000002257,
0.297305,µm,Spine,3,2,1,100000001,610000002258,
0.73854,µm,Spine,3,2,1,100000001,610000002259,
0.344401,µm,Spine,1,2,1,100000001,610000002260,
0.215658,µm,Spine,1,2,1,100000001,610000002261,
0.298427,µm,Spine,1,2,1,100000001,610000002262,
0.28195,µm,Spine,1,2,1,100000001,610000002263,
0.351702,µm,Spine,1,1,1,100000001,610000002264,
0.346462,µm,Spine,3,2,1,100000002,610000002272,
0.436281,µm,Spine,3,2,1,100000002,610000002273,
0.323533,µm,Spine,3,2,1,100000002,610000002274,
0.717305,µm,Spine,3,2,1,100000002,610000002275,
0.300519,µm,Spine,3,1,1,100000002,610000002276,
0.306919,µm,Spine,3,1,1,100000002,610000002277,
0.390275,µm,Spine,1,1,1,100000002,610000002278,
0.231214,µm,Spine,1,2,1,100000002,610000002279,
0.344144,µm,Spine,1,2,1,100000002,610000002280,
