
Spine Position Z
 ==================== 
Spine Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1493.39,µm,Spine,Spine Position,1,2,1,100000000,610000001992,
1493.4,µm,Spine,Spine Position,1,2,1,100000000,610000002002,
1495.66,µm,Spine,Spine Position,2,1,1,100000000,610000002004,
1493.42,µm,Spine,Spine Position,3,2,1,100000002,610000002011,
1493.43,µm,Spine,Spine Position,1,2,1,100000000,610000002014,
1493.93,µm,Spine,Spine Position,2,1,1,100000000,610000002019,
1493.4,µm,Spine,Spine Position,1,2,1,100000000,610000002024,
1494.62,µm,Spine,Spine Position,5,2,1,100000001,610000002030,
1493.42,µm,Spine,Spine Position,1,2,1,100000000,610000002034,
1493.43,µm,Spine,Spine Position,3,2,1,100000002,610000002039,
1494.03,µm,Spine,Spine Position,4,1,1,100000001,610000002041,
1493.4,µm,Spine,Spine Position,1,2,1,100000000,610000002045,
1494.5,µm,Spine,Spine Position,2,3,1,100000001,610000002048,
1493.43,µm,Spine,Spine Position,2,3,1,100000001,610000002052,
1495.83,µm,Spine,Spine Position,4,2,1,100000000,610000002054,
1494.27,µm,Spine,Spine Position,5,3,1,100000001,610000002056,
1493.83,µm,Spine,Spine Position,3,2,1,100000001,610000002060,
1494.28,µm,Spine,Spine Position,6,5,1,100000001,610000002062,
1494.61,µm,Spine,Spine Position,5,2,1,100000001,610000002065,
1494.86,µm,Spine,Spine Position,2,1,1,100000000,610000002067,
1494.25,µm,Spine,Spine Position,4,3,1,100000001,610000002070,
1493.4,µm,Spine,Spine Position,3,2,1,100000002,610000002074,
1493.43,µm,Spine,Spine Position,2,3,1,100000001,610000002077,
1493.83,µm,Spine,Spine Position,2,1,1,100000000,610000002079,
1493.44,µm,Spine,Spine Position,2,3,1,100000001,610000002082,
1493.77,µm,Spine,Spine Position,1,2,1,100000001,610000002087,
1493.86,µm,Spine,Spine Position,12,7,1,100000001,610000002089,
1494.86,µm,Spine,Spine Position,2,1,1,100000000,610000002092,
1493.89,µm,Spine,Spine Position,3,2,1,100000001,610000002094,
1494.42,µm,Spine,Spine Position,2,3,1,100000001,610000002097,
1494.26,µm,Spine,Spine Position,12,7,1,100000001,610000002100,
1493.43,µm,Spine,Spine Position,1,2,1,100000000,610000002102,
1493.67,µm,Spine,Spine Position,3,2,1,100000002,610000002104,
1493.84,µm,Spine,Spine Position,2,1,1,100000000,610000002107,
1494.19,µm,Spine,Spine Position,4,2,1,100000001,610000002110,
1494.13,µm,Spine,Spine Position,4,2,1,100000001,610000002112,
1493.77,µm,Spine,Spine Position,3,2,1,100000002,610000002115,
1494.16,µm,Spine,Spine Position,12,7,1,100000001,610000002117,
1493.66,µm,Spine,Spine Position,12,7,1,100000001,610000002123,
1493.92,µm,Spine,Spine Position,3,2,1,100000001,610000002130,
1493.88,µm,Spine,Spine Position,1,2,1,100000001,610000002133,
1493.48,µm,Spine,Spine Position,2,3,1,100000001,610000002136,
1493.81,µm,Spine,Spine Position,4,2,1,100000001,610000002141,
1493.43,µm,Spine,Spine Position,1,2,1,100000002,610000002144,
1493.44,µm,Spine,Spine Position,2,3,1,100000001,610000002149,
1493.48,µm,Spine,Spine Position,3,2,1,100000002,610000002153,
1493.76,µm,Spine,Spine Position,12,7,1,100000001,610000002158,
1493.48,µm,Spine,Spine Position,1,2,1,100000002,610000002169,
1494.06,µm,Spine,Spine Position,12,7,1,100000001,610000002172,
1493.52,µm,Spine,Spine Position,2,1,1,100000000,610000002206,
1493.52,µm,Spine,Spine Position,2,1,1,100000000,610000002207,
1493.64,µm,Spine,Spine Position,2,1,1,100000000,610000002208,
1493.8,µm,Spine,Spine Position,2,1,1,100000000,610000002209,
1493.93,µm,Spine,Spine Position,2,1,1,100000000,610000002210,
1493.93,µm,Spine,Spine Position,2,1,1,100000000,610000002211,
1494.21,µm,Spine,Spine Position,1,1,1,100000000,610000002212,
1494.21,µm,Spine,Spine Position,1,1,1,100000000,610000002213,
1494.25,µm,Spine,Spine Position,1,1,1,100000000,610000002214,
1493.41,µm,Spine,Spine Position,1,2,1,100000000,610000002215,
1494.23,µm,Spine,Spine Position,4,3,1,100000001,610000002219,
1494.23,µm,Spine,Spine Position,4,3,1,100000001,610000002220,
1494.23,µm,Spine,Spine Position,4,3,1,100000001,610000002221,
1493.51,µm,Spine,Spine Position,2,3,1,100000001,610000002222,
1493.44,µm,Spine,Spine Position,2,3,1,100000001,610000002223,
1493.44,µm,Spine,Spine Position,2,3,1,100000001,610000002224,
1496.22,µm,Spine,Spine Position,4,3,1,100000001,610000002225,
1496.92,µm,Spine,Spine Position,4,2,1,100000001,610000002226,
1494.1,µm,Spine,Spine Position,4,1,1,100000001,610000002227,
1494.19,µm,Spine,Spine Position,4,1,1,100000001,610000002228,
