
Segment Center Number of Voxel Ch=4 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
24,,Segment,4,9,Image 1,6,1,100000001,510000000709,
27,,Segment,4,8,Image 1,5,1,100000001,510000000735,
58,,Segment,4,7,Image 1,4,1,100000001,510000000792,
3,,Segment,4,6,Image 1,4,1,100000001,510000000794,
26,,Segment,4,5,Image 1,4,1,100000001,510000000819,
28,,Segment,4,4,Image 1,3,1,100000001,510000000846,
20,,Segment,4,3,Image 1,3,1,100000001,510000000865,
38,,Segment,4,2,Image 1,3,1,100000001,510000000902,
5,,Segment,4,1,Image 1,2,1,100000001,510000000906,
13,,Segment,4,0,Image 1,1,1,100000001,510000000920,
7,,Segment,4,12,Image 1,7,1,100000001,510000000926,
16,,Segment,4,11,Image 1,8,1,100000001,510000000941,
4,,Segment,4,10,Image 1,6,1,100000001,510000000944,
5,,Segment,4,9,Image 1,5,1,100000001,510000000948,
10,,Segment,4,7,Image 1,5,1,100000001,510000000958,
8,,Segment,4,6,Image 1,5,1,100000001,510000000967,
27,,Segment,4,6,Image 1,4,1,100000001,510000000994,
3,,Segment,4,5,Image 1,3,1,100000001,510000000996,
74,,Segment,4,1,Image 1,2,1,100000000,510000001069,
8,,Segment,4,7,Image 1,2,1,100000001,510000001076,
24,,Segment,4,6,Image 1,1,1,100000001,510000001099,
16,,Segment,4,5,Image 1,1,1,100000001,510000001114,
54,,Segment,4,4,Image 1,1,1,100000001,510000001167,
5,,Segment,4,3,Image 1,1,1,100000001,510000001171,
10,,Segment,4,1,Image 1,1,1,100000001,510000001181,
24,,Segment,4,4,Image 1,4,1,100000001,510000001204,
6,,Segment,4,7,Image 1,4,1,100000001,510000001209,
10,,Segment,4,7,Image 1,3,1,100000001,510000001220,
11,,Segment,4,5,Image 1,3,1,100000001,510000001230,
21,,Segment,4,4,Image 1,3,1,100000001,510000001250,
6,,Segment,4,3,Image 1,2,1,100000001,510000001255,
22,,Segment,4,2,Image 1,2,1,100000001,510000001276,
9,,Segment,4,6,Image 1,2,1,100000001,510000001284,
22,,Segment,4,4,Image 1,2,1,100000001,510000001305,
14,,Segment,4,5,Image 1,2,1,100000001,510000001318,
34,,Segment,4,3,Image 1,3,1,100000001,510000001355,
30,,Segment,4,3,Image 1,4,1,100000001,510000001384,
42,,Segment,4,5,Image 1,2,1,100000001,510000001425,
29,,Segment,4,4,Image 1,2,1,100000001,510000001453,
21,,Segment,4,3,Image 1,2,1,100000001,510000001473,
15,,Segment,4,7,Image 1,4,1,100000001,510000001488,
10,,Segment,4,6,Image 1,3,1,100000001,510000001497,
27,,Segment,4,5,Image 1,3,1,100000001,510000001523,
8,,Segment,4,5,Image 1,3,1,100000001,510000001562,
4,,Segment,4,7,Image 1,3,1,100000001,510000001565,
11,,Segment,4,2,Image 1,1,1,100000000,510000001575,
4,,Segment,4,6,Image 1,4,1,100000001,510000001578,
8,,Segment,4,5,Image 1,2,1,100000001,510000001633,
4,,Segment,4,4,Image 1,2,1,100000001,510000001636,
14,,Segment,4,5,Image 1,4,1,100000001,510000001649,
3,,Segment,4,5,Image 1,3,1,100000001,510000001651,
3,,Segment,4,4,Image 1,2,1,100000001,510000001653,
8,,Segment,4,3,Image 1,2,1,100000001,510000001660,
20,,Segment,4,2,Image 1,2,1,100000001,510000001681,
14,,Segment,4,1,Image 1,2,1,100000001,510000001694,
18,,Segment,4,0,Image 1,1,1,100000001,510000001724,
7,,Segment,4,2,Image 1,2,1,100000001,510000001748,
3,,Segment,4,2,Image 1,3,1,100000001,510000001751,
10,,Segment,4,2,Image 1,2,1,100000002,510000001760,
4,,Segment,4,3,Image 1,1,1,100000002,510000001763,
3,,Segment,4,1,Image 1,1,1,100000001,510000001767,
2,,Segment,4,5,Image 1,4,1,100000001,510000001810,
2,,Segment,4,2,Image 1,1,1,100000001,510000001811,
2,,Segment,4,7,Image 1,1,1,100000001,510000001812,
2,,Segment,4,4,Image 1,3,1,100000001,510000001813,
2,,Segment,4,8,Image 1,4,1,100000001,510000001814,
2,,Segment,4,6,Image 1,3,1,100000001,510000001816,
2,,Segment,4,2,Image 1,2,1,100000001,510000001817,
2,,Segment,4,4,Image 1,3,1,100000001,510000001818,
2,,Segment,4,3,Image 1,3,1,100000001,510000001819,
