
Segment Mean Diameter
 ==================== 
Segment Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.162337,µm,Segment,6,4,1,100000002,510000000024,
0.162337,µm,Segment,5,3,1,100000002,510000000032,
0.162337,µm,Segment,4,2,1,100000002,510000000046,
0.328085,µm,Segment,3,2,1,100000002,510000000069,
0.453327,µm,Segment,2,1,1,100000002,510000000072,
0.399484,µm,Segment,1,1,1,100000002,510000000080,
0.364461,µm,Segment,0,1,1,100000002,510000000086,
0.162337,µm,Segment,7,4,1,100000002,510000000101,
0.162337,µm,Segment,6,3,1,100000002,510000000148,
0.162337,µm,Segment,5,2,1,100000002,510000000184,
0.162337,µm,Segment,7,3,1,100000002,510000000197,
0.231557,µm,Segment,1,2,1,100000002,510000000231,
0.162337,µm,Segment,4,3,1,100000002,510000000234,
0.162773,µm,Segment,1,2,1,100000002,510000000256,
0.254828,µm,Segment,0,1,1,100000002,510000000294,
0.308441,µm,Segment,4,3,1,100000000,510000000329,
0.294522,µm,Segment,3,2,1,100000000,510000000342,
0.285099,µm,Segment,2,2,1,100000000,510000000413,
0.363261,µm,Segment,1,1,1,100000000,510000000424,
0.431601,µm,Segment,0,1,1,100000000,510000000450,
0.32487,µm,Segment,4,2,1,100000000,510000000463,
0.235391,µm,Segment,3,3,1,100000000,510000000473,
0.165282,µm,Segment,1,1,1,100000002,510000000476,
0.2886,µm,Segment,4,4,1,100000001,510000000506,
0.300316,µm,Segment,3,3,1,100000001,510000000521,
0.229631,µm,Segment,2,3,1,100000001,510000000560,
0.278831,µm,Segment,1,2,1,100000001,510000000582,
0.33431,µm,Segment,0,1,1,100000001,510000000593,
0.29556,µm,Segment,4,3,1,100000001,510000000631,
0.287404,µm,Segment,3,4,1,100000001,510000000660,
0.254259,µm,Segment,12,8,1,100000001,510000000668,
0.338204,µm,Segment,11,7,1,100000001,510000000676,
0.282702,µm,Segment,10,7,1,100000001,510000000686,
0.270578,µm,Segment,9,6,1,100000001,510000000709,
0.286626,µm,Segment,8,5,1,100000001,510000000735,
0.31604,µm,Segment,7,4,1,100000001,510000000792,
0.299097,µm,Segment,6,4,1,100000001,510000000794,
0.287272,µm,Segment,5,4,1,100000001,510000000819,
0.301222,µm,Segment,4,3,1,100000001,510000000846,
0.288597,µm,Segment,3,3,1,100000001,510000000865,
0.386643,µm,Segment,2,3,1,100000001,510000000902,
0.378017,µm,Segment,1,2,1,100000001,510000000906,
0.231701,µm,Segment,0,1,1,100000001,510000000920,
0.28977,µm,Segment,12,7,1,100000001,510000000926,
0.301401,µm,Segment,11,8,1,100000001,510000000941,
0.283648,µm,Segment,10,6,1,100000001,510000000944,
0.33301,µm,Segment,9,5,1,100000001,510000000948,
0.23568,µm,Segment,7,5,1,100000001,510000000958,
0.250055,µm,Segment,6,5,1,100000001,510000000967,
0.259391,µm,Segment,6,4,1,100000001,510000000994,
0.297317,µm,Segment,5,3,1,100000001,510000000996,
0.26042,µm,Segment,1,2,1,100000000,510000001069,
0.257537,µm,Segment,7,2,1,100000001,510000001076,
0.259844,µm,Segment,6,1,1,100000001,510000001099,
0.270771,µm,Segment,5,1,1,100000001,510000001114,
0.304696,µm,Segment,4,1,1,100000001,510000001167,
0.300768,µm,Segment,3,1,1,100000001,510000001171,
0.306562,µm,Segment,1,1,1,100000001,510000001181,
0.276711,µm,Segment,4,4,1,100000001,510000001204,
0.230474,µm,Segment,7,4,1,100000001,510000001209,
0.253047,µm,Segment,7,3,1,100000001,510000001220,
0.296415,µm,Segment,5,3,1,100000001,510000001230,
0.257123,µm,Segment,4,3,1,100000001,510000001250,
0.264297,µm,Segment,3,2,1,100000001,510000001255,
0.254708,µm,Segment,2,2,1,100000001,510000001276,
0.245728,µm,Segment,6,2,1,100000001,510000001284,
0.290767,µm,Segment,4,2,1,100000001,510000001305,
0.252258,µm,Segment,5,2,1,100000001,510000001318,
0.25971,µm,Segment,3,3,1,100000001,510000001355,
0.269178,µm,Segment,3,4,1,100000001,510000001384,
0.316349,µm,Segment,5,2,1,100000001,510000001425,
0.384507,µm,Segment,4,2,1,100000001,510000001453,
0.387254,µm,Segment,3,2,1,100000001,510000001473,
0.247933,µm,Segment,7,4,1,100000001,510000001488,
0.287087,µm,Segment,6,3,1,100000001,510000001497,
0.293137,µm,Segment,5,3,1,100000001,510000001523,
0.313025,µm,Segment,5,3,1,100000001,510000001562,
0.253636,µm,Segment,7,3,1,100000001,510000001565,
0.299846,µm,Segment,2,1,1,100000000,510000001575,
0.280018,µm,Segment,6,4,1,100000001,510000001578,
0.247844,µm,Segment,5,2,1,100000001,510000001633,
0.275011,µm,Segment,4,2,1,100000001,510000001636,
0.230515,µm,Segment,5,4,1,100000001,510000001649,
0.212698,µm,Segment,5,3,1,100000001,510000001651,
0.269977,µm,Segment,4,2,1,100000001,510000001653,
0.280086,µm,Segment,3,2,1,100000001,510000001660,
0.282775,µm,Segment,2,2,1,100000001,510000001681,
0.266213,µm,Segment,1,2,1,100000001,510000001694,
0.246311,µm,Segment,0,1,1,100000001,510000001724,
0.247831,µm,Segment,2,2,1,100000001,510000001748,
0.261839,µm,Segment,2,3,1,100000001,510000001751,
0.376269,µm,Segment,2,2,1,100000002,510000001760,
0.377956,µm,Segment,3,1,1,100000002,510000001763,
0.442459,µm,Segment,1,1,1,100000001,510000001767,
0.286698,µm,Segment,5,4,1,100000001,510000001810,
0.300176,µm,Segment,2,1,1,100000001,510000001811,
0.260718,µm,Segment,7,1,1,100000001,510000001812,
0.21745,µm,Segment,4,3,1,100000001,510000001813,
0.316488,µm,Segment,8,4,1,100000001,510000001814,
0.297223,µm,Segment,6,3,1,100000001,510000001816,
0.398584,µm,Segment,2,2,1,100000001,510000001817,
0.371045,µm,Segment,4,3,1,100000001,510000001818,
0.347916,µm,Segment,3,3,1,100000001,510000001819,
