
Spine Terminal Pt Intensity Center Ch=2 Img=1
 ==================== 
Spine Terminal Pt Intensity Center,Unit,Category,Channel,Depth,Image,Time,FilamentID,ID,
62,,Spine,2,1,Image 1,1,100000000,610000001992,
41,,Spine,2,1,Image 1,1,100000000,610000002002,
38,,Spine,2,1,Image 1,1,100000000,610000002014,
43,,Spine,2,2,Image 1,1,100000000,610000002019,
45,,Spine,2,1,Image 1,1,100000000,610000002024,
47,,Spine,2,5,Image 1,1,100000001,610000002030,
39,,Spine,2,1,Image 1,1,100000000,610000002034,
29,,Spine,2,4,Image 1,1,100000001,610000002041,
39,,Spine,2,1,Image 1,1,100000000,610000002045,
33,,Spine,2,2,Image 1,1,100000001,610000002048,
83,,Spine,2,2,Image 1,1,100000001,610000002052,
29,,Spine,2,4,Image 1,1,100000000,610000002054,
48,,Spine,2,5,Image 1,1,100000001,610000002056,
89,,Spine,2,3,Image 1,1,100000001,610000002060,
93,,Spine,2,6,Image 1,1,100000001,610000002062,
51,,Spine,2,5,Image 1,1,100000001,610000002065,
47,,Spine,2,4,Image 1,1,100000001,610000002070,
82,,Spine,2,2,Image 1,1,100000001,610000002077,
46,,Spine,2,2,Image 1,1,100000000,610000002079,
80,,Spine,2,2,Image 1,1,100000001,610000002082,
63,,Spine,2,1,Image 1,1,100000001,610000002087,
55,,Spine,2,3,Image 1,1,100000001,610000002094,
35,,Spine,2,2,Image 1,1,100000001,610000002097,
44,,Spine,2,1,Image 1,1,100000000,610000002102,
48,,Spine,2,3,Image 1,1,100000002,610000002104,
69,,Spine,2,2,Image 1,1,100000000,610000002107,
52,,Spine,2,4,Image 1,1,100000001,610000002110,
48,,Spine,2,4,Image 1,1,100000001,610000002112,
50,,Spine,2,3,Image 1,1,100000002,610000002115,
113,,Spine,2,3,Image 1,1,100000001,610000002130,
79,,Spine,2,1,Image 1,1,100000001,610000002133,
78,,Spine,2,2,Image 1,1,100000001,610000002136,
50,,Spine,2,4,Image 1,1,100000001,610000002141,
78,,Spine,2,1,Image 1,1,100000002,610000002144,
85,,Spine,2,2,Image 1,1,100000001,610000002149,
34,,Spine,2,3,Image 1,1,100000002,610000002153,
90,,Spine,2,1,Image 1,1,100000002,610000002169,
45,,Spine,2,1,Image 1,1,,610000002282,
29,,Spine,2,0,Image 1,1,,610000002282,
26,,Spine,2,4,Image 1,1,,610000002283,
46,,Spine,2,1,Image 1,1,,610000002283,
47,,Spine,2,4,Image 1,1,,610000002284,
39,,Spine,2,1,Image 1,1,,610000002284,
40,,Spine,2,1,Image 1,1,,610000002285,
55,,Spine,2,3,Image 1,1,,610000002285,
61,,Spine,2,2,Image 1,1,,610000002285,
37,,Spine,2,1,Image 1,1,,610000002286,
61,,Spine,2,3,Image 1,1,,610000002286,
47,,Spine,2,2,Image 1,1,,610000002286,
33,,Spine,2,4,Image 1,1,,610000002287,
61,,Spine,2,3,Image 1,1,,610000002287,
45,,Spine,2,2,Image 1,1,,610000002287,
37,,Spine,2,4,Image 1,1,,610000002288,
54,,Spine,2,3,Image 1,1,,610000002288,
34,,Spine,2,2,Image 1,1,,610000002288,
61,,Spine,2,3,Image 1,1,,610000002289,
75,,Spine,2,2,Image 1,1,,610000002289,
61,,Spine,2,3,Image 1,1,,610000002290,
72,,Spine,2,2,Image 1,1,,610000002290,
50,,Spine,2,2,Image 1,1,,610000002291,
37,,Spine,2,4,Image 1,1,,610000002292,
23,,Spine,2,2,Image 1,1,,610000002292,
62,,Spine,2,4,Image 1,1,,610000002293,
33,,Spine,2,2,Image 1,1,,610000002293,
52,,Spine,2,4,Image 1,1,,610000002294,
38,,Spine,2,2,Image 1,1,,610000002294,
40,,Spine,2,1,Image 1,1,,610000002295,
84,,Spine,2,1,Image 1,1,,610000002296,
69,,Spine,2,1,Image 1,1,,610000002297,
62,,Spine,2,1,Image 1,1,,610000002298,
56,,Spine,2,1,Image 1,1,,610000002299,
54,,Spine,2,5,Image 1,1,,610000002300,
55,,Spine,2,5,Image 1,1,,610000002301,
56,,Spine,2,4,Image 1,1,,610000002302,
76,,Spine,2,4,Image 1,1,,610000002303,
61,,Spine,2,3,Image 1,1,,610000002304,
101,,Spine,2,3,Image 1,1,,610000002305,
106,,Spine,2,3,Image 1,1,,610000002306,
77,,Spine,2,3,Image 1,1,,610000002307,
75,,Spine,2,3,Image 1,1,,610000002308,
43,,Spine,2,3,Image 1,1,,610000002309,
31,,Spine,2,3,Image 1,1,,610000002310,
69,,Spine,2,4,Image 1,1,,610000002311,
57,,Spine,2,5,Image 1,1,,610000002312,
40,,Spine,2,7,Image 1,1,,610000002313,
31,,Spine,2,11,Image 1,1,,610000002314,
42,,Spine,2,12,Image 1,1,,610000002315,
33,,Spine,2,12,Image 1,1,,610000002316,
54,,Spine,2,12,Image 1,1,,610000002317,
59,,Spine,2,12,Image 1,1,,610000002318,
40,,Spine,2,12,Image 1,1,,610000002319,
36,,Spine,2,12,Image 1,1,,610000002320,
70,,Spine,2,12,Image 1,1,,610000002321,
