
Soma Intensity Mean Ch=4 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
12.7577,,Soma,4,Image 1,1,100000000,800000000,
36.7985,,Soma,4,Image 1,1,100000001,800000001,
28.4531,,Soma,4,Image 1,1,100000002,800000002,
