
Soma Center of Image Mass Ch=4 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
-18447.6,16039.7,1495.77,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000000,800000000,
-18453.4,16049,1493.81,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000001,800000001,
-18467.4,16066.2,1493.6,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000002,800000002,
