
Spine Center Intensity Sum Ch=2 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
525,,Spine,2,1,Image 1,2,1,100000000,610000001992,
336,,Spine,2,1,Image 1,2,1,100000000,610000002002,
55,,Spine,2,1,Image 1,2,1,100000000,610000002004,
249,,Spine,2,1,Image 1,2,1,100000002,610000002011,
70,,Spine,2,1,Image 1,2,1,100000000,610000002014,
203,,Spine,2,2,Image 1,1,1,100000000,610000002019,
233,,Spine,2,1,Image 1,2,1,100000000,610000002024,
224,,Spine,2,5,Image 1,2,1,100000001,610000002030,
155,,Spine,2,1,Image 1,2,1,100000000,610000002034,
182,,Spine,2,1,Image 1,2,1,100000002,610000002039,
123,,Spine,2,4,Image 1,1,1,100000001,610000002041,
184,,Spine,2,1,Image 1,2,1,100000000,610000002045,
85,,Spine,2,2,Image 1,3,1,100000001,610000002048,
251,,Spine,2,2,Image 1,3,1,100000001,610000002052,
64,,Spine,2,4,Image 1,2,1,100000000,610000002054,
108,,Spine,2,5,Image 1,3,1,100000001,610000002056,
251,,Spine,2,3,Image 1,2,1,100000001,610000002060,
69,,Spine,2,6,Image 1,5,1,100000001,610000002062,
152,,Spine,2,5,Image 1,2,1,100000001,610000002065,
75,,Spine,2,1,Image 1,2,1,100000000,610000002067,
137,,Spine,2,4,Image 1,3,1,100000001,610000002070,
169,,Spine,2,1,Image 1,2,1,100000002,610000002074,
314,,Spine,2,2,Image 1,3,1,100000001,610000002077,
136,,Spine,2,2,Image 1,1,1,100000000,610000002079,
199,,Spine,2,2,Image 1,3,1,100000001,610000002082,
221,,Spine,2,1,Image 1,2,1,100000001,610000002087,
88,,Spine,2,12,Image 1,7,1,100000001,610000002089,
86,,Spine,2,1,Image 1,2,1,100000000,610000002092,
141,,Spine,2,3,Image 1,2,1,100000001,610000002094,
153,,Spine,2,2,Image 1,3,1,100000001,610000002097,
101,,Spine,2,12,Image 1,7,1,100000001,610000002100,
121,,Spine,2,1,Image 1,2,1,100000000,610000002102,
127,,Spine,2,3,Image 1,2,1,100000002,610000002104,
138,,Spine,2,2,Image 1,1,1,100000000,610000002107,
162,,Spine,2,4,Image 1,2,1,100000001,610000002110,
107,,Spine,2,4,Image 1,2,1,100000001,610000002112,
118,,Spine,2,3,Image 1,2,1,100000002,610000002115,
70,,Spine,2,12,Image 1,7,1,100000001,610000002117,
125,,Spine,2,12,Image 1,7,1,100000001,610000002123,
240,,Spine,2,3,Image 1,2,1,100000001,610000002130,
175,,Spine,2,1,Image 1,2,1,100000001,610000002133,
170,,Spine,2,2,Image 1,3,1,100000001,610000002136,
123,,Spine,2,4,Image 1,2,1,100000001,610000002141,
106,,Spine,2,1,Image 1,2,1,100000002,610000002144,
155,,Spine,2,2,Image 1,3,1,100000001,610000002149,
73,,Spine,2,3,Image 1,2,1,100000002,610000002153,
131,,Spine,2,12,Image 1,7,1,100000001,610000002158,
110,,Spine,2,1,Image 1,2,1,100000002,610000002169,
66,,Spine,2,12,Image 1,7,1,100000001,610000002172,
101,,Spine,2,2,Image 1,1,1,100000000,610000002206,
124,,Spine,2,2,Image 1,1,1,100000000,610000002207,
