
Soma Intensity StdDev Ch=2 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
10.8919,,Soma,2,Image 1,1,100000002,800000660,
1.93572,,Soma,2,Image 1,1,100000003,800000661,
