
Spine Center Intensity Sum Ch=5 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
21,,Spine,5,7,Image 1,5,1,100000002,610000011966,
26,,Spine,5,3,Image 1,3,1,100000003,610000011974,
23,,Spine,5,11,Image 1,4,1,100000003,610000011983,
11,,Spine,5,3,Image 1,2,1,100000003,610000011990,
14,,Spine,5,9,Image 1,5,1,100000003,610000011994,
2,,Spine,5,7,Image 1,3,1,100000002,610000012000,
6,,Spine,5,0,Image 1,1,1,100000003,610000012003,
4,,Spine,5,4,Image 1,2,1,100000003,610000012006,
5,,Spine,5,13,Image 1,6,1,100000003,610000012008,
3,,Spine,5,9,Image 1,4,1,100000002,610000012011,
1,,Spine,5,0,Image 1,1,1,100000003,610000012014,
6,,Spine,5,12,Image 1,4,1,100000003,610000012017,
2,,Spine,5,0,Image 1,1,1,100000003,610000012019,
7,,Spine,5,3,Image 1,2,1,100000002,610000012022,
6,,Spine,5,3,Image 1,1,1,100000003,610000012024,
11,,Spine,5,12,Image 1,4,1,100000003,610000012026,
8,,Spine,5,0,Image 1,1,1,100000003,610000012034,
12,,Spine,5,0,Image 1,1,1,100000003,610000012041,
9,,Spine,5,1,Image 1,2,1,100000002,610000012046,
11,,Spine,5,4,Image 1,2,1,100000003,610000012048,
4,,Spine,5,0,Image 1,1,1,100000003,610000012057,
1,,Spine,5,0,Image 1,1,1,100000003,610000012061,
8,,Spine,5,0,Image 1,1,1,100000003,610000012069,
9,,Spine,5,0,Image 1,1,1,100000003,610000012074,
2,,Spine,5,0,Image 1,1,1,100000003,610000012076,
12,,Spine,5,10,Image 1,5,1,100000002,610000012081,
13,,Spine,5,0,Image 1,1,1,100000003,610000012085,
3,,Spine,5,3,Image 1,2,1,100000003,610000012088,
5,,Spine,5,0,Image 1,1,1,100000003,610000012092,
3,,Spine,5,8,Image 1,5,1,100000003,610000012095,
1,,Spine,5,0,Image 1,1,1,100000003,610000012099,
2,,Spine,5,4,Image 1,4,1,100000002,610000012103,
39,,Spine,5,4,Image 1,1,1,100000003,610000012106,
3,,Spine,5,0,Image 1,1,1,100000002,610000012113,
3,,Spine,5,0,Image 1,1,1,100000002,610000012115,
6,,Spine,5,0,Image 1,1,1,100000003,610000012120,
6,,Spine,5,0,Image 1,1,1,100000003,610000012125,
4,,Spine,5,0,Image 1,1,1,100000003,610000012128,
28,,Spine,5,5,Image 1,1,1,100000003,610000012136,
4,,Spine,5,0,Image 1,1,1,100000002,610000012141,
22,,Spine,5,5,Image 1,1,1,100000003,610000012147,
4,,Spine,5,0,Image 1,1,1,100000003,610000012150,
8,,Spine,5,0,Image 1,1,1,100000003,610000012157,
3,,Spine,5,0,Image 1,1,1,100000003,610000012173,
2,,Spine,5,0,Image 1,1,1,100000002,610000012175,
0,,Spine,5,0,Image 1,1,1,100000003,610000012181,
19,,Spine,5,5,Image 1,1,1,100000003,610000012193,
4,,Spine,5,19,Image 1,5,1,100000002,610000012207,
32,,Spine,5,12,Image 1,5,1,100000002,610000012208,
10,,Spine,5,10,Image 1,5,1,100000002,610000012209,
8,,Spine,5,10,Image 1,6,1,100000002,610000012210,
3,,Spine,5,8,Image 1,5,1,100000002,610000012211,
4,,Spine,5,8,Image 1,5,1,100000002,610000012212,
5,,Spine,5,7,Image 1,4,1,100000002,610000012213,
3,,Spine,5,10,Image 1,6,1,100000002,610000012214,
3,,Spine,5,3,Image 1,3,1,100000002,610000012215,
3,,Spine,5,3,Image 1,3,1,100000002,610000012216,
4,,Spine,5,8,Image 1,2,1,100000002,610000012217,
4,,Spine,5,8,Image 1,3,1,100000002,610000012218,
2,,Spine,5,3,Image 1,2,1,100000002,610000012219,
10,,Spine,5,2,Image 1,2,1,100000002,610000012220,
4,,Spine,5,2,Image 1,2,1,100000002,610000012221,
5,,Spine,5,2,Image 1,2,1,100000002,610000012222,
3,,Spine,5,0,Image 1,1,1,100000002,610000012225,
3,,Spine,5,5,Image 1,5,1,100000002,610000012227,
3,,Spine,5,5,Image 1,4,1,100000002,610000012228,
2,,Spine,5,1,Image 1,2,1,100000002,610000012229,
8,,Spine,5,7,Image 1,4,1,100000003,610000012232,
5,,Spine,5,7,Image 1,4,1,100000003,610000012233,
0,,Spine,5,5,Image 1,3,1,100000003,610000012234,
10,,Spine,5,8,Image 1,2,1,100000003,610000012235,
20,,Spine,5,10,Image 1,4,1,100000003,610000012236,
19,,Spine,5,8,Image 1,3,1,100000003,610000012237,
11,,Spine,5,3,Image 1,2,1,100000003,610000012238,
3,,Spine,5,0,Image 1,1,1,100000003,610000012239,
