
Segment Number of Voxel Ch=4 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
283,,Segment,4,11,Image 1,6,1,100000003,510000006596,
299,,Segment,4,10,Image 1,5,1,100000003,510000006621,
247,,Segment,4,9,Image 1,4,1,100000003,510000006637,
133,,Segment,4,8,Image 1,4,1,100000003,510000006639,
389,,Segment,4,7,Image 1,4,1,100000003,510000006652,
403,,Segment,4,6,Image 1,3,1,100000003,510000006660,
457,,Segment,4,5,Image 1,3,1,100000003,510000006687,
712,,Segment,4,4,Image 1,2,1,100000003,510000006748,
638,,Segment,4,3,Image 1,1,1,100000003,510000006777,
289,,Segment,4,2,Image 1,1,1,100000003,510000006781,
243,,Segment,4,1,Image 1,1,1,100000003,510000006789,
475,,Segment,4,0,Image 1,1,1,100000003,510000006818,
134,,Segment,4,11,Image 1,5,1,100000003,510000006852,
399,,Segment,4,10,Image 1,4,1,100000003,510000006875,
135,,Segment,4,16,Image 1,6,1,100000002,510000006893,
251,,Segment,4,15,Image 1,5,1,100000002,510000006910,
259,,Segment,4,14,Image 1,5,1,100000002,510000006929,
486,,Segment,4,13,Image 1,5,1,100000002,510000006968,
119,,Segment,4,12,Image 1,5,1,100000002,510000006974,
132,,Segment,4,11,Image 1,4,1,100000002,510000006978,
252,,Segment,4,10,Image 1,4,1,100000002,510000006993,
427,,Segment,4,9,Image 1,4,1,100000002,510000007018,
394,,Segment,4,7,Image 1,4,1,100000002,510000007037,
771,,Segment,4,6,Image 1,3,1,100000002,510000007043,
826,,Segment,4,5,Image 1,3,1,100000002,510000007045,
1041,,Segment,4,3,Image 1,2,1,100000002,510000007050,
409,,Segment,4,1,Image 1,1,1,100000002,510000007059,
333,,Segment,4,0,Image 1,1,1,100000002,510000007077,
450,,Segment,4,13,Image 1,7,1,100000003,510000007150,
701,,Segment,4,12,Image 1,6,1,100000003,510000007169,
327,,Segment,4,11,Image 1,5,1,100000003,510000007181,
889,,Segment,4,10,Image 1,5,1,100000003,510000007285,
193,,Segment,4,9,Image 1,4,1,100000003,510000007292,
363,,Segment,4,8,Image 1,4,1,100000003,510000007320,
707,,Segment,4,7,Image 1,4,1,100000003,510000007373,
170,,Segment,4,6,Image 1,3,1,100000003,510000007378,
191,,Segment,4,5,Image 1,2,1,100000003,510000007386,
848,,Segment,4,4,Image 1,1,1,100000003,510000007434,
915,,Segment,4,3,Image 1,1,1,100000003,510000007457,
427,,Segment,4,2,Image 1,1,1,100000003,510000007468,
595,,Segment,4,1,Image 1,1,1,100000003,510000007473,
705,,Segment,4,0,Image 1,1,1,100000003,510000007494,
491,,Segment,4,15,Image 1,7,1,100000003,510000007552,
395,,Segment,4,14,Image 1,6,1,100000003,510000007580,
124,,Segment,4,13,Image 1,5,1,100000003,510000007583,
262,,Segment,4,12,Image 1,5,1,100000003,510000007587,
779,,Segment,4,15,Image 1,6,1,100000003,510000007629,
231,,Segment,4,14,Image 1,8,1,100000003,510000007639,
77,,Segment,4,13,Image 1,8,1,100000003,510000007643,
247,,Segment,4,12,Image 1,7,1,100000003,510000007661,
176,,Segment,4,11,Image 1,6,1,100000003,510000007708,
126,,Segment,4,15,Image 1,9,1,100000003,510000007712,
52,,Segment,4,14,Image 1,9,1,100000003,510000007714,
49,,Segment,4,15,Image 1,10,1,100000003,510000007716,
118,,Segment,4,13,Image 1,7,1,100000003,510000007718,
146,,Segment,4,14,Image 1,6,1,100000002,510000007729,
