
Spine Intensity Median Ch=4 Img=1
 ==================== 
Spine Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0.03125,,Spine,4,7,Image 1,5,1,100000002,610000011966,
0.0625,,Spine,4,3,Image 1,3,1,100000003,610000011974,
0.015625,,Spine,4,11,Image 1,4,1,100000003,610000011983,
0,,Spine,4,3,Image 1,2,1,100000003,610000011990,
0.03125,,Spine,4,9,Image 1,5,1,100000003,610000011994,
0,,Spine,4,7,Image 1,3,1,100000002,610000012000,
0,,Spine,4,0,Image 1,1,1,100000003,610000012003,
0,,Spine,4,4,Image 1,2,1,100000003,610000012006,
0,,Spine,4,13,Image 1,6,1,100000003,610000012008,
0,,Spine,4,9,Image 1,4,1,100000002,610000012011,
0,,Spine,4,0,Image 1,1,1,100000003,610000012014,
0,,Spine,4,12,Image 1,4,1,100000003,610000012017,
0,,Spine,4,0,Image 1,1,1,100000003,610000012019,
0,,Spine,4,3,Image 1,2,1,100000002,610000012022,
0.03125,,Spine,4,3,Image 1,1,1,100000003,610000012024,
0,,Spine,4,12,Image 1,4,1,100000003,610000012026,
0,,Spine,4,0,Image 1,1,1,100000003,610000012034,
0,,Spine,4,0,Image 1,1,1,100000003,610000012041,
0,,Spine,4,1,Image 1,2,1,100000002,610000012046,
0,,Spine,4,4,Image 1,2,1,100000003,610000012048,
0,,Spine,4,0,Image 1,1,1,100000003,610000012057,
0,,Spine,4,0,Image 1,1,1,100000003,610000012061,
0,,Spine,4,0,Image 1,1,1,100000003,610000012069,
0,,Spine,4,0,Image 1,1,1,100000003,610000012074,
0,,Spine,4,0,Image 1,1,1,100000003,610000012076,
0,,Spine,4,10,Image 1,5,1,100000002,610000012081,
0,,Spine,4,0,Image 1,1,1,100000003,610000012085,
0,,Spine,4,3,Image 1,2,1,100000003,610000012088,
0,,Spine,4,0,Image 1,1,1,100000003,610000012092,
0,,Spine,4,8,Image 1,5,1,100000003,610000012095,
0,,Spine,4,0,Image 1,1,1,100000003,610000012099,
0,,Spine,4,4,Image 1,4,1,100000002,610000012103,
0.03125,,Spine,4,4,Image 1,1,1,100000003,610000012106,
0,,Spine,4,0,Image 1,1,1,100000002,610000012113,
0,,Spine,4,0,Image 1,1,1,100000002,610000012115,
0,,Spine,4,0,Image 1,1,1,100000003,610000012120,
0,,Spine,4,0,Image 1,1,1,100000003,610000012125,
0,,Spine,4,0,Image 1,1,1,100000003,610000012128,
0.0625,,Spine,4,5,Image 1,1,1,100000003,610000012136,
0,,Spine,4,0,Image 1,1,1,100000002,610000012141,
0.0625,,Spine,4,5,Image 1,1,1,100000003,610000012147,
0,,Spine,4,0,Image 1,1,1,100000003,610000012150,
0,,Spine,4,0,Image 1,1,1,100000003,610000012157,
0,,Spine,4,0,Image 1,1,1,100000003,610000012173,
0,,Spine,4,0,Image 1,1,1,100000002,610000012175,
0,,Spine,4,0,Image 1,1,1,100000003,610000012181,
0.0625,,Spine,4,5,Image 1,1,1,100000003,610000012193,
0,,Spine,4,19,Image 1,5,1,100000002,610000012207,
0.03125,,Spine,4,12,Image 1,5,1,100000002,610000012208,
0,,Spine,4,10,Image 1,5,1,100000002,610000012209,
0,,Spine,4,10,Image 1,6,1,100000002,610000012210,
0,,Spine,4,8,Image 1,5,1,100000002,610000012211,
0,,Spine,4,8,Image 1,5,1,100000002,610000012212,
0.0625,,Spine,4,7,Image 1,4,1,100000002,610000012213,
0,,Spine,4,10,Image 1,6,1,100000002,610000012214,
0,,Spine,4,3,Image 1,3,1,100000002,610000012215,
0,,Spine,4,3,Image 1,3,1,100000002,610000012216,
0,,Spine,4,8,Image 1,2,1,100000002,610000012217,
0,,Spine,4,8,Image 1,3,1,100000002,610000012218,
0,,Spine,4,3,Image 1,2,1,100000002,610000012219,
0.015625,,Spine,4,2,Image 1,2,1,100000002,610000012220,
0.015625,,Spine,4,2,Image 1,2,1,100000002,610000012221,
0.00195312,,Spine,4,2,Image 1,2,1,100000002,610000012222,
0,,Spine,4,0,Image 1,1,1,100000002,610000012225,
0,,Spine,4,5,Image 1,5,1,100000002,610000012227,
0,,Spine,4,5,Image 1,4,1,100000002,610000012228,
0,,Spine,4,1,Image 1,2,1,100000002,610000012229,
0,,Spine,4,7,Image 1,4,1,100000003,610000012232,
0,,Spine,4,7,Image 1,4,1,100000003,610000012233,
0,,Spine,4,5,Image 1,3,1,100000003,610000012234,
0,,Spine,4,8,Image 1,2,1,100000003,610000012235,
0.0625,,Spine,4,10,Image 1,4,1,100000003,610000012236,
0.03125,,Spine,4,8,Image 1,3,1,100000003,610000012237,
0,,Spine,4,3,Image 1,2,1,100000003,610000012238,
0,,Spine,4,0,Image 1,1,1,100000003,610000012239,
0,,Spine,4,0,Image 1,1,1,100000003,610000012240,
0,,Spine,4,0,Image 1,1,1,100000003,610000012243,
0,,Spine,4,0,Image 1,1,1,100000003,610000012246,
0,,Spine,4,10,Image 1,5,1,100000003,610000012247,
0.03125,,Spine,4,18,Image 1,6,1,100000003,610000012248,
0.0625,,Spine,4,18,Image 1,6,1,100000003,610000012249,
0,,Spine,4,18,Image 1,5,1,100000003,610000012250,
0,,Spine,4,16,Image 1,5,1,100000003,610000012251,
0,,Spine,4,9,Image 1,5,1,100000003,610000012252,
0,,Spine,4,9,Image 1,5,1,100000003,610000012253,
0.03125,,Spine,4,9,Image 1,5,1,100000003,610000012254,
0,,Spine,4,15,Image 1,5,1,100000003,610000012255,
0,,Spine,4,14,Image 1,5,1,100000003,610000012256,
0.015625,,Spine,4,12,Image 1,4,1,100000003,610000012257,
27.0625,,Spine,4,11,Image 1,5,1,100000003,610000012258,
0,,Spine,4,10,Image 1,4,1,100000003,610000012259,
0,,Spine,4,7,Image 1,3,1,100000003,610000012260,
