
Spine Part Length Neck
 ==================== 
Spine Part Length Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1.17209,µm,Spine,Spine Part Length,7,5,1,100000002,610000011966,
1.00267,µm,Spine,Spine Part Length,3,3,1,100000003,610000011974,
1.30422,µm,Spine,Spine Part Length,11,4,1,100000003,610000011983,
1.11382,µm,Spine,Spine Part Length,3,2,1,100000003,610000011990,
0,µm,Spine,Spine Part Length,9,5,1,100000003,610000011994,
0.842824,µm,Spine,Spine Part Length,7,3,1,100000002,610000012000,
0.45095,µm,Spine,Spine Part Length,0,1,1,100000003,610000012003,
0.434461,µm,Spine,Spine Part Length,4,2,1,100000003,610000012006,
0,µm,Spine,Spine Part Length,13,6,1,100000003,610000012008,
0,µm,Spine,Spine Part Length,9,4,1,100000002,610000012011,
0.343238,µm,Spine,Spine Part Length,0,1,1,100000003,610000012014,
0,µm,Spine,Spine Part Length,12,4,1,100000003,610000012017,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000012019,
0.52396,µm,Spine,Spine Part Length,3,2,1,100000002,610000012022,
0,µm,Spine,Spine Part Length,3,1,1,100000003,610000012024,
0,µm,Spine,Spine Part Length,12,4,1,100000003,610000012026,
1.09149,µm,Spine,Spine Part Length,0,1,1,100000003,610000012034,
0.781012,µm,Spine,Spine Part Length,0,1,1,100000003,610000012041,
0,µm,Spine,Spine Part Length,1,2,1,100000002,610000012046,
0,µm,Spine,Spine Part Length,4,2,1,100000003,610000012048,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000012057,
0.490328,µm,Spine,Spine Part Length,0,1,1,100000003,610000012061,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000012069,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000012074,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000012076,
0,µm,Spine,Spine Part Length,10,5,1,100000002,610000012081,
0.350653,µm,Spine,Spine Part Length,0,1,1,100000003,610000012085,
0,µm,Spine,Spine Part Length,3,2,1,100000003,610000012088,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000012092,
0,µm,Spine,Spine Part Length,8,5,1,100000003,610000012095,
0.430977,µm,Spine,Spine Part Length,0,1,1,100000003,610000012099,
0,µm,Spine,Spine Part Length,4,4,1,100000002,610000012103,
0.489553,µm,Spine,Spine Part Length,4,1,1,100000003,610000012106,
0,µm,Spine,Spine Part Length,0,1,1,100000002,610000012113,
0,µm,Spine,Spine Part Length,0,1,1,100000002,610000012115,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000012120,
0.506182,µm,Spine,Spine Part Length,0,1,1,100000003,610000012125,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000012128,
0.43117,µm,Spine,Spine Part Length,5,1,1,100000003,610000012136,
0,µm,Spine,Spine Part Length,0,1,1,100000002,610000012141,
0,µm,Spine,Spine Part Length,5,1,1,100000003,610000012147,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000012150,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000012157,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000012173,
0,µm,Spine,Spine Part Length,0,1,1,100000002,610000012175,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000012181,
0,µm,Spine,Spine Part Length,5,1,1,100000003,610000012193,
0,µm,Spine,Spine Part Length,19,5,1,100000002,610000012207,
0,µm,Spine,Spine Part Length,12,5,1,100000002,610000012208,
0,µm,Spine,Spine Part Length,10,5,1,100000002,610000012209,
0,µm,Spine,Spine Part Length,10,6,1,100000002,610000012210,
0,µm,Spine,Spine Part Length,8,5,1,100000002,610000012211,
0,µm,Spine,Spine Part Length,8,5,1,100000002,610000012212,
0,µm,Spine,Spine Part Length,7,4,1,100000002,610000012213,
0,µm,Spine,Spine Part Length,10,6,1,100000002,610000012214,
0,µm,Spine,Spine Part Length,3,3,1,100000002,610000012215,
0,µm,Spine,Spine Part Length,3,3,1,100000002,610000012216,
0,µm,Spine,Spine Part Length,8,2,1,100000002,610000012217,
0,µm,Spine,Spine Part Length,8,3,1,100000002,610000012218,
0,µm,Spine,Spine Part Length,3,2,1,100000002,610000012219,
0,µm,Spine,Spine Part Length,2,2,1,100000002,610000012220,
0,µm,Spine,Spine Part Length,2,2,1,100000002,610000012221,
0,µm,Spine,Spine Part Length,2,2,1,100000002,610000012222,
0,µm,Spine,Spine Part Length,0,1,1,100000002,610000012225,
0,µm,Spine,Spine Part Length,5,5,1,100000002,610000012227,
0,µm,Spine,Spine Part Length,5,4,1,100000002,610000012228,
0,µm,Spine,Spine Part Length,1,2,1,100000002,610000012229,
0,µm,Spine,Spine Part Length,7,4,1,100000003,610000012232,
0,µm,Spine,Spine Part Length,7,4,1,100000003,610000012233,
