
Soma Intensity Sum Ch=2 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
52490,,Soma,2,Image 1,1,100000002,800000660,
31343,,Soma,2,Image 1,1,100000003,800000661,
