
Spine Position Y
 ==================== 
Spine Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
20126.9,µm,Spine,Spine Position,7,5,1,100000002,610000011966,
20149.2,µm,Spine,Spine Position,3,3,1,100000003,610000011974,
20146.6,µm,Spine,Spine Position,11,4,1,100000003,610000011983,
20133.6,µm,Spine,Spine Position,3,2,1,100000003,610000011990,
20174,µm,Spine,Spine Position,9,5,1,100000003,610000011994,
20111.6,µm,Spine,Spine Position,7,3,1,100000002,610000012000,
20140,µm,Spine,Spine Position,0,1,1,100000003,610000012003,
20113.7,µm,Spine,Spine Position,4,2,1,100000003,610000012006,
20184.9,µm,Spine,Spine Position,13,6,1,100000003,610000012008,
20116.9,µm,Spine,Spine Position,9,4,1,100000002,610000012011,
20133.3,µm,Spine,Spine Position,0,1,1,100000003,610000012014,
20144.9,µm,Spine,Spine Position,12,4,1,100000003,610000012017,
20133.4,µm,Spine,Spine Position,0,1,1,100000003,610000012019,
20109.1,µm,Spine,Spine Position,3,2,1,100000002,610000012022,
20149.6,µm,Spine,Spine Position,3,1,1,100000003,610000012024,
20144.9,µm,Spine,Spine Position,12,4,1,100000003,610000012026,
20132.6,µm,Spine,Spine Position,0,1,1,100000003,610000012034,
20132,µm,Spine,Spine Position,0,1,1,100000003,610000012041,
20097.1,µm,Spine,Spine Position,1,2,1,100000002,610000012046,
20113.5,µm,Spine,Spine Position,4,2,1,100000003,610000012048,
20133.6,µm,Spine,Spine Position,0,1,1,100000003,610000012057,
20139.5,µm,Spine,Spine Position,0,1,1,100000003,610000012061,
20132,µm,Spine,Spine Position,0,1,1,100000003,610000012069,
20133,µm,Spine,Spine Position,0,1,1,100000003,610000012074,
20131.2,µm,Spine,Spine Position,0,1,1,100000003,610000012076,
20110.4,µm,Spine,Spine Position,10,5,1,100000002,610000012081,
20131.6,µm,Spine,Spine Position,0,1,1,100000003,610000012085,
20133.1,µm,Spine,Spine Position,3,2,1,100000003,610000012088,
20142.7,µm,Spine,Spine Position,0,1,1,100000003,610000012092,
20156.1,µm,Spine,Spine Position,8,5,1,100000003,610000012095,
20137.9,µm,Spine,Spine Position,0,1,1,100000003,610000012099,
20104.8,µm,Spine,Spine Position,4,4,1,100000002,610000012103,
20153.6,µm,Spine,Spine Position,4,1,1,100000003,610000012106,
20098.3,µm,Spine,Spine Position,0,1,1,100000002,610000012113,
20099.8,µm,Spine,Spine Position,0,1,1,100000002,610000012115,
20137.5,µm,Spine,Spine Position,0,1,1,100000003,610000012120,
20132.4,µm,Spine,Spine Position,0,1,1,100000003,610000012125,
20138,µm,Spine,Spine Position,0,1,1,100000003,610000012128,
20153.3,µm,Spine,Spine Position,5,1,1,100000003,610000012136,
20098.8,µm,Spine,Spine Position,0,1,1,100000002,610000012141,
20154.6,µm,Spine,Spine Position,5,1,1,100000003,610000012147,
20142.8,µm,Spine,Spine Position,0,1,1,100000003,610000012150,
20137.2,µm,Spine,Spine Position,0,1,1,100000003,610000012157,
20136.9,µm,Spine,Spine Position,0,1,1,100000003,610000012173,
20098.5,µm,Spine,Spine Position,0,1,1,100000002,610000012175,
20130.6,µm,Spine,Spine Position,0,1,1,100000003,610000012181,
20153.6,µm,Spine,Spine Position,5,1,1,100000003,610000012193,
20143.6,µm,Spine,Spine Position,19,5,1,100000002,610000012207,
20109.9,µm,Spine,Spine Position,12,5,1,100000002,610000012208,
20110.3,µm,Spine,Spine Position,10,5,1,100000002,610000012209,
20108.7,µm,Spine,Spine Position,10,6,1,100000002,610000012210,
20111.7,µm,Spine,Spine Position,8,5,1,100000002,610000012211,
20111.9,µm,Spine,Spine Position,8,5,1,100000002,610000012212,
20114.5,µm,Spine,Spine Position,7,4,1,100000002,610000012213,
20129,µm,Spine,Spine Position,10,6,1,100000002,610000012214,
20116.3,µm,Spine,Spine Position,3,3,1,100000002,610000012215,
20108.8,µm,Spine,Spine Position,3,3,1,100000002,610000012216,
20107.7,µm,Spine,Spine Position,8,2,1,100000002,610000012217,
20101.1,µm,Spine,Spine Position,8,3,1,100000002,610000012218,
20107.4,µm,Spine,Spine Position,3,2,1,100000002,610000012219,
20106.2,µm,Spine,Spine Position,2,2,1,100000002,610000012220,
20106.2,µm,Spine,Spine Position,2,2,1,100000002,610000012221,
20105.9,µm,Spine,Spine Position,2,2,1,100000002,610000012222,
20093.6,µm,Spine,Spine Position,0,1,1,100000002,610000012225,
20105.9,µm,Spine,Spine Position,5,5,1,100000002,610000012227,
20104.5,µm,Spine,Spine Position,5,4,1,100000002,610000012228,
