
Spine Part Mean Diameter Head
 ==================== 
Spine Part Mean Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.743767,µm,Spine,Spine Part Mean Diameter,7,5,1,100000002,610000011966,
0.474175,µm,Spine,Spine Part Mean Diameter,3,3,1,100000003,610000011974,
0.499908,µm,Spine,Spine Part Mean Diameter,11,4,1,100000003,610000011983,
0.520833,µm,Spine,Spine Part Mean Diameter,3,2,1,100000003,610000011990,
0.47313,µm,Spine,Spine Part Mean Diameter,9,5,1,100000003,610000011994,
0.777638,µm,Spine,Spine Part Mean Diameter,7,3,1,100000002,610000012000,
1.00256,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012003,
0.416667,µm,Spine,Spine Part Mean Diameter,4,2,1,100000003,610000012006,
0.416667,µm,Spine,Spine Part Mean Diameter,13,6,1,100000003,610000012008,
0.572627,µm,Spine,Spine Part Mean Diameter,9,4,1,100000002,610000012011,
0.494792,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012014,
0.729557,µm,Spine,Spine Part Mean Diameter,12,4,1,100000003,610000012017,
0.625,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012019,
0.625,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000012022,
0.442708,µm,Spine,Spine Part Mean Diameter,3,1,1,100000003,610000012024,
1.04167,µm,Spine,Spine Part Mean Diameter,12,4,1,100000003,610000012026,
0.582425,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012034,
0.439298,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012041,
0.754937,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000012046,
0.618169,µm,Spine,Spine Part Mean Diameter,4,2,1,100000003,610000012048,
0.456746,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012057,
0.467612,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012061,
0.582425,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012069,
0.582425,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012074,
0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012076,
0.728152,µm,Spine,Spine Part Mean Diameter,10,5,1,100000002,610000012081,
0.46193,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012085,
0.696493,µm,Spine,Spine Part Mean Diameter,3,2,1,100000003,610000012088,
1.50391,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012092,
0.880111,µm,Spine,Spine Part Mean Diameter,8,5,1,100000003,610000012095,
1.4217,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012099,
0.94233,µm,Spine,Spine Part Mean Diameter,4,4,1,100000002,610000012103,
0.887691,µm,Spine,Spine Part Mean Diameter,4,1,1,100000003,610000012106,
0.897841,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000012113,
1.06943,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000012115,
0.440752,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012120,
0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012125,
0.733374,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012128,
0.720796,µm,Spine,Spine Part Mean Diameter,5,1,1,100000003,610000012136,
0.897841,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000012141,
0.750125,µm,Spine,Spine Part Mean Diameter,5,1,1,100000003,610000012147,
1.13704,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012150,
1.04174,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012157,
0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012173,
0.897841,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000012175,
0.46193,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012181,
0.982144,µm,Spine,Spine Part Mean Diameter,5,1,1,100000003,610000012193,
0.835785,µm,Spine,Spine Part Mean Diameter,19,5,1,100000002,610000012207,
0.7411,µm,Spine,Spine Part Mean Diameter,12,5,1,100000002,610000012208,
0.979172,µm,Spine,Spine Part Mean Diameter,10,5,1,100000002,610000012209,
1.08343,µm,Spine,Spine Part Mean Diameter,10,6,1,100000002,610000012210,
0.574966,µm,Spine,Spine Part Mean Diameter,8,5,1,100000002,610000012211,
0.981474,µm,Spine,Spine Part Mean Diameter,8,5,1,100000002,610000012212,
0.883536,µm,Spine,Spine Part Mean Diameter,7,4,1,100000002,610000012213,
1.29289,µm,Spine,Spine Part Mean Diameter,10,6,1,100000002,610000012214,
0.613994,µm,Spine,Spine Part Mean Diameter,3,3,1,100000002,610000012215,
1.15074,µm,Spine,Spine Part Mean Diameter,3,3,1,100000002,610000012216,
0.493936,µm,Spine,Spine Part Mean Diameter,8,2,1,100000002,610000012217,
0.592448,µm,Spine,Spine Part Mean Diameter,8,3,1,100000002,610000012218,
0.416667,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000012219,
1.25,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000012220,
1.05798,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000012221,
1.31945,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000012222,
