
Spine Part Mean Diameter Head
 ==================== 
Spine Part Mean Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.638021,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000012225,
1.01562,µm,Spine,Spine Part Mean Diameter,5,5,1,100000002,610000012227,
1.29541,µm,Spine,Spine Part Mean Diameter,5,4,1,100000002,610000012228,
0.859375,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000012229,
0.989583,µm,Spine,Spine Part Mean Diameter,7,4,1,100000003,610000012232,
0.560358,µm,Spine,Spine Part Mean Diameter,7,4,1,100000003,610000012233,
0.625,µm,Spine,Spine Part Mean Diameter,5,3,1,100000003,610000012234,
0.586259,µm,Spine,Spine Part Mean Diameter,8,2,1,100000003,610000012235,
0.518261,µm,Spine,Spine Part Mean Diameter,10,4,1,100000003,610000012236,
0.802577,µm,Spine,Spine Part Mean Diameter,8,3,1,100000003,610000012237,
0.661525,µm,Spine,Spine Part Mean Diameter,3,2,1,100000003,610000012238,
0.817781,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012239,
0.620283,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012240,
0.764612,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012243,
0.903896,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012246,
0.637177,µm,Spine,Spine Part Mean Diameter,10,5,1,100000003,610000012247,
0.833333,µm,Spine,Spine Part Mean Diameter,18,6,1,100000003,610000012248,
1.02178,µm,Spine,Spine Part Mean Diameter,18,6,1,100000003,610000012249,
0.703125,µm,Spine,Spine Part Mean Diameter,18,5,1,100000003,610000012250,
0.604456,µm,Spine,Spine Part Mean Diameter,16,5,1,100000003,610000012251,
0.688203,µm,Spine,Spine Part Mean Diameter,9,5,1,100000003,610000012252,
0.886502,µm,Spine,Spine Part Mean Diameter,9,5,1,100000003,610000012253,
0.689526,µm,Spine,Spine Part Mean Diameter,9,5,1,100000003,610000012254,
1.0795,µm,Spine,Spine Part Mean Diameter,15,5,1,100000003,610000012255,
1.04339,µm,Spine,Spine Part Mean Diameter,14,5,1,100000003,610000012256,
0.416667,µm,Spine,Spine Part Mean Diameter,12,4,1,100000003,610000012257,
0.784738,µm,Spine,Spine Part Mean Diameter,11,5,1,100000003,610000012258,
0.804956,µm,Spine,Spine Part Mean Diameter,10,4,1,100000003,610000012259,
0.416667,µm,Spine,Spine Part Mean Diameter,7,3,1,100000003,610000012260,
0.498047,µm,Spine,Spine Part Mean Diameter,6,2,1,100000003,610000012261,
0.721734,µm,Spine,Spine Part Mean Diameter,5,2,1,100000003,610000012262,
0.897279,µm,Spine,Spine Part Mean Diameter,5,1,1,100000003,610000012263,
0.761892,µm,Spine,Spine Part Mean Diameter,5,1,1,100000003,610000012264,
1.00503,µm,Spine,Spine Part Mean Diameter,5,1,1,100000003,610000012265,
0.952257,µm,Spine,Spine Part Mean Diameter,4,1,1,100000003,610000012266,
1.02125,µm,Spine,Spine Part Mean Diameter,3,1,1,100000003,610000012267,
0.875651,µm,Spine,Spine Part Mean Diameter,6,5,1,100000003,610000012268,
0.520833,µm,Spine,Spine Part Mean Diameter,5,4,1,100000003,610000012269,
0.673024,µm,Spine,Spine Part Mean Diameter,4,3,1,100000003,610000012270,
0.445964,µm,Spine,Spine Part Mean Diameter,3,3,1,100000003,610000012271,
0.481771,µm,Spine,Spine Part Mean Diameter,3,3,1,100000003,610000012272,
0.776714,µm,Spine,Spine Part Mean Diameter,3,3,1,100000003,610000012273,
0.416667,µm,Spine,Spine Part Mean Diameter,2,2,1,100000003,610000012274,
1.21397,µm,Spine,Spine Part Mean Diameter,1,2,1,100000003,610000012275,
1.32432,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012276,
0.549585,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012277,
0.625,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012279,
0.518422,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012280,
0.706862,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012281,
0.833333,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000012283,
0.926304,µm,Spine,Spine Part Mean Diameter,4,2,1,100000003,610000012284,
0.681177,µm,Spine,Spine Part Mean Diameter,4,2,1,100000003,610000012285,
0.679147,µm,Spine,Spine Part Mean Diameter,3,1,1,100000003,610000012286,
