
Segment Area
 ==================== 
Segment Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
18.2791,µm^2,Segment,11,6,1,100000003,510000006596,
17.1661,µm^2,Segment,10,5,1,100000003,510000006621,
13.7092,µm^2,Segment,9,4,1,100000003,510000006637,
3.12579,µm^2,Segment,8,4,1,100000003,510000006639,
13.5974,µm^2,Segment,7,4,1,100000003,510000006652,
12.5226,µm^2,Segment,6,3,1,100000003,510000006660,
25.2838,µm^2,Segment,5,3,1,100000003,510000006687,
39.7393,µm^2,Segment,4,2,1,100000003,510000006748,
26.6938,µm^2,Segment,3,1,1,100000003,510000006777,
6.52216,µm^2,Segment,2,1,1,100000003,510000006781,
8.63137,µm^2,Segment,1,1,1,100000003,510000006789,
21.5366,µm^2,Segment,0,1,1,100000003,510000006818,
10.7966,µm^2,Segment,11,5,1,100000003,510000006852,
23.4818,µm^2,Segment,10,4,1,100000003,510000006875,
9.75892,µm^2,Segment,16,6,1,100000002,510000006893,
14.5609,µm^2,Segment,15,5,1,100000002,510000006910,
13.1997,µm^2,Segment,14,5,1,100000002,510000006929,
24.0219,µm^2,Segment,13,5,1,100000002,510000006968,
5.3133,µm^2,Segment,12,5,1,100000002,510000006974,
4.65768,µm^2,Segment,11,4,1,100000002,510000006978,
11.3203,µm^2,Segment,10,4,1,100000002,510000006993,
20.5497,µm^2,Segment,9,4,1,100000002,510000007018,
16.7757,µm^2,Segment,7,4,1,100000002,510000007037,
17.7217,µm^2,Segment,6,3,1,100000002,510000007043,
8.2221,µm^2,Segment,5,3,1,100000002,510000007045,
14.6983,µm^2,Segment,3,2,1,100000002,510000007050,
12.7563,µm^2,Segment,1,1,1,100000002,510000007059,
9.65746,µm^2,Segment,0,1,1,100000002,510000007077,
27.5362,µm^2,Segment,13,7,1,100000003,510000007150,
29.9656,µm^2,Segment,12,6,1,100000003,510000007169,
15.3266,µm^2,Segment,11,5,1,100000003,510000007181,
52.8924,µm^2,Segment,10,5,1,100000003,510000007285,
