
Spine Volume
 ==================== 
Spine Volume,Unit,Category,Depth,Level,Time,FilamentID,ID,
2.82021,µm^3,Spine,7,5,1,100000002,610000011966,
0.619392,µm^3,Spine,3,3,1,100000003,610000011974,
2.21043,µm^3,Spine,11,4,1,100000003,610000011983,
0.658513,µm^3,Spine,3,2,1,100000003,610000011990,
0.380369,µm^3,Spine,9,5,1,100000003,610000011994,
0.680535,µm^3,Spine,7,3,1,100000002,610000012000,
0.930567,µm^3,Spine,0,1,1,100000003,610000012003,
0.283792,µm^3,Spine,4,2,1,100000003,610000012006,
0.411486,µm^3,Spine,13,6,1,100000003,610000012008,
0.253051,µm^3,Spine,9,4,1,100000002,610000012011,
0.516344,µm^3,Spine,0,1,1,100000003,610000012014,
0.846887,µm^3,Spine,12,4,1,100000003,610000012017,
0.408924,µm^3,Spine,0,1,1,100000003,610000012019,
1.20925,µm^3,Spine,3,2,1,100000002,610000012022,
0.683989,µm^3,Spine,3,1,1,100000003,610000012024,
1.44112,µm^3,Spine,12,4,1,100000003,610000012026,
1.86434,µm^3,Spine,0,1,1,100000003,610000012034,
0.35073,µm^3,Spine,0,1,1,100000003,610000012041,
0.94541,µm^3,Spine,1,2,1,100000002,610000012046,
0.546381,µm^3,Spine,4,2,1,100000003,610000012048,
0.29628,µm^3,Spine,0,1,1,100000003,610000012057,
0.206458,µm^3,Spine,0,1,1,100000003,610000012061,
1.26655,µm^3,Spine,0,1,1,100000003,610000012069,
0.697177,µm^3,Spine,0,1,1,100000003,610000012074,
1.47215,µm^3,Spine,0,1,1,100000003,610000012076,
0.760108,µm^3,Spine,10,5,1,100000002,610000012081,
0.208164,µm^3,Spine,0,1,1,100000003,610000012085,
0.617688,µm^3,Spine,3,2,1,100000003,610000012088,
3.12374,µm^3,Spine,0,1,1,100000003,610000012092,
1.10533,µm^3,Spine,8,5,1,100000003,610000012095,
1.72429,µm^3,Spine,0,1,1,100000003,610000012099,
0.519856,µm^3,Spine,4,4,1,100000002,610000012103,
1.2363,µm^3,Spine,4,1,1,100000003,610000012106,
0.653494,µm^3,Spine,0,1,1,100000002,610000012113,
0.320205,µm^3,Spine,0,1,1,100000002,610000012115,
0.134244,µm^3,Spine,0,1,1,100000003,610000012120,
0.553403,µm^3,Spine,0,1,1,100000003,610000012125,
0.300327,µm^3,Spine,0,1,1,100000003,610000012128,
0.839058,µm^3,Spine,5,1,1,100000003,610000012136,
0.554404,µm^3,Spine,0,1,1,100000002,610000012141,
0.837488,µm^3,Spine,5,1,1,100000003,610000012147,
2.02002,µm^3,Spine,0,1,1,100000003,610000012150,
2.21216,µm^3,Spine,0,1,1,100000003,610000012157,
0.0724428,µm^3,Spine,0,1,1,100000003,610000012173,
0.207661,µm^3,Spine,0,1,1,100000002,610000012175,
0.0409105,µm^3,Spine,0,1,1,100000003,610000012181,
0.722254,µm^3,Spine,5,1,1,100000003,610000012193,
0.417211,µm^3,Spine,19,5,1,100000002,610000012207,
0.434099,µm^3,Spine,12,5,1,100000002,610000012208,
0.612017,µm^3,Spine,10,5,1,100000002,610000012209,
0.489296,µm^3,Spine,10,6,1,100000002,610000012210,
0.351996,µm^3,Spine,8,5,1,100000002,610000012211,
0.547975,µm^3,Spine,8,5,1,100000002,610000012212,
0.501802,µm^3,Spine,7,4,1,100000002,610000012213,
1.60258,µm^3,Spine,10,6,1,100000002,610000012214,
0.182622,µm^3,Spine,3,3,1,100000002,610000012215,
0.750279,µm^3,Spine,3,3,1,100000002,610000012216,
0.118495,µm^3,Spine,8,2,1,100000002,610000012217,
0.242902,µm^3,Spine,8,3,1,100000002,610000012218,
0.0740034,µm^3,Spine,3,2,1,100000002,610000012219,
0.657279,µm^3,Spine,2,2,1,100000002,610000012220,
0.493341,µm^3,Spine,2,2,1,100000002,610000012221,
1.07604,µm^3,Spine,2,2,1,100000002,610000012222,
