
Spine Part Min Diameter
 ==================== 
Spine Part Min Diameter Ground,Spine Part Min Diameter Head,Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.23412,0.265719,0.304688,µm,Spine,Spine Part Min Diameter,0,1,1,100000006,610000001588,
0.1625,0.456152,0.360085,µm,Spine,Spine Part Min Diameter,0,1,1,100000006,610000001594,
0.199488,0.456152,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000006,610000001599,
0.298076,0.265719,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000006,610000001604,
0.256459,0.410634,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000006,610000001607,
0.175513,0.1625,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000007,610000001610,
0.247665,0.247665,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000006,610000001633,
0.212104,0.212104,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000007,610000001645,
0.325,0.325,0,µm,Spine,Spine Part Min Diameter,2,2,1,100000005,610000001632,
0.318107,0.318107,0,µm,Spine,Spine Part Min Diameter,4,1,1,100000007,610000001643,
0.245454,0.298817,0,µm,Spine,Spine Part Min Diameter,4,2,1,100000007,610000001644,
0.24375,0.1625,0,µm,Spine,Spine Part Min Diameter,5,2,1,100000007,610000001614,
0.228831,0.228831,0,µm,Spine,Spine Part Min Diameter,5,2,1,100000007,610000001639,
0.320974,0.332267,0,µm,Spine,Spine Part Min Diameter,6,1,1,100000007,610000001642,
0.222928,0.222928,0,µm,Spine,Spine Part Min Diameter,6,3,1,100000007,610000001638,
0.439992,0.439992,0,µm,Spine,Spine Part Min Diameter,7,2,1,100000007,610000001636,
0.1625,0.1625,0,µm,Spine,Spine Part Min Diameter,7,3,1,100000007,610000001637,
0.349121,0.279297,0,µm,Spine,Spine Part Min Diameter,8,1,1,100000007,610000001612,
0.35736,0.218547,0,µm,Spine,Spine Part Min Diameter,8,1,1,100000007,610000001623,
0.207615,0.207615,0,µm,Spine,Spine Part Min Diameter,8,1,1,100000007,610000001640,
0.343408,0.343408,0,µm,Spine,Spine Part Min Diameter,8,1,1,100000007,610000001641,
