
Segment Orientation Angle
 ==================== 
Segment Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
121.274,°,Segment,7,2,1,100000007,510000000800,
60.8889,°,Segment,6,2,1,100000007,510000000811,
13.5519,°,Segment,5,2,1,100000007,510000000868,
-28.5849,°,Segment,4,1,1,100000007,510000000911,
-53.4566,°,Segment,3,1,1,100000007,510000000915,
-48.3309,°,Segment,2,1,1,100000007,510000000921,
-31.614,°,Segment,1,1,1,100000007,510000000934,
-11.1873,°,Segment,0,1,1,100000007,510000000950,
6.94248,°,Segment,7,3,1,100000007,510000000959,
12.8571,°,Segment,6,3,1,100000007,510000000967,
12.0306,°,Segment,9,1,1,100000007,510000000973,
-11.7652,°,Segment,8,1,1,100000007,510000000999,
-110.883,°,Segment,7,1,1,100000007,510000001004,
-84.1213,°,Segment,6,1,1,100000007,510000001059,
-80.4109,°,Segment,5,1,1,100000007,510000001081,
114.713,°,Segment,9,2,1,100000007,510000001083,
171.132,°,Segment,8,2,1,100000007,510000001093,
-31.4834,°,Segment,7,2,1,100000007,510000001095,
-27.6298,°,Segment,6,2,1,100000007,510000001102,
-40.4634,°,Segment,0,1,1,100000006,510000001127,
150.743,°,Segment,0,1,1,100000006,510000001173,
-118.158,°,Segment,4,2,1,100000007,510000001200,
118.831,°,Segment,3,2,1,100000005,510000001220,
2.07571,°,Segment,2,1,1,100000005,510000001231,
1.58673,°,Segment,1,1,1,100000005,510000001235,
5.02646,°,Segment,0,1,1,100000005,510000001245,
117.524,°,Segment,0,1,1,100000005,510000001283,
-38.3131,°,Segment,0,1,1,100000006,510000001290,
-27.582,°,Segment,1,2,1,100000007,510000001299,
-65.6192,°,Segment,0,1,1,100000007,510000001325,
-112.834,°,Segment,2,2,1,100000007,510000001339,
15.9454,°,Segment,1,2,1,100000004,510000001346,
-0.643746,°,Segment,0,1,1,100000004,510000001370,
-99.8193,°,Segment,3,2,1,100000007,510000001374,
-77.2278,°,Segment,3,1,1,100000005,510000001383,
157.673,°,Segment,1,1,1,100000004,510000001395,
-90.3537,°,Segment,0,1,1,100000007,510000001405,
45,°,Segment,2,2,1,100000005,510000001429,
-130.481,°,Segment,1,2,1,100000007,510000001435,
-88.6361,°,Segment,1,1,1,100000007,510000001437,
-87.701,°,Segment,1,2,1,100000005,510000001442,
52.6629,°,Segment,0,1,1,100000007,510000001476,
-128.795,°,Segment,0,1,1,100000005,510000001499,
-128.48,°,Segment,0,1,1,100000004,510000001514,
