
Spine Attachment Pt Distance
 ==================== 
Spine Attachment Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
13.7604,µm,Spine,8,1,1,100000007,610000001612,
10.8232,µm,Spine,5,2,1,100000007,610000001614,
14.7472,µm,Spine,8,1,1,100000007,610000001623,
1.46691,µm,Spine,2,2,1,100000005,610000001632,
0.534173,µm,Spine,0,1,1,100000006,610000001633,
12.3591,µm,Spine,7,2,1,100000007,610000001636,
12.7899,µm,Spine,7,3,1,100000007,610000001637,
12.4097,µm,Spine,6,3,1,100000007,610000001638,
10.3087,µm,Spine,5,2,1,100000007,610000001639,
14.9327,µm,Spine,8,1,1,100000007,610000001640,
13.7604,µm,Spine,8,1,1,100000007,610000001641,
11.3687,µm,Spine,6,1,1,100000007,610000001642,
6.05216,µm,Spine,4,1,1,100000007,610000001643,
4.49766,µm,Spine,4,2,1,100000007,610000001644,
0.313518,µm,Spine,0,1,1,100000007,610000001645,
