
Soma Intensity Mean Ch=1 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
0.979167,,Soma,1,Image 1,1,100000003,800000073,
2.68738,,Soma,1,Image 1,1,100000004,800000074,
3.76402,,Soma,1,Image 1,1,100000005,800000075,
1.06063,,Soma,1,Image 1,1,100000006,800000076,
2.03289,,Soma,1,Image 1,1,100000007,800000077,
