
Filament Position X
 ==================== 
Filament Position X,Unit,Category,Collection,Time,ID,
-14925.2,µm,Filament,Filament Position,1,100000003,
-14933.7,µm,Filament,Filament Position,1,100000004,
-14968.6,µm,Filament,Filament Position,1,100000005,
-14947.1,µm,Filament,Filament Position,1,100000006,
-14967.3,µm,Filament,Filament Position,1,100000007,
