
Spine Attachment Pt Distance from Origin
 ==================== 
Spine Attachment Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
24458,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,100000007,610000001614,
24453.8,µm,Spine,Spine Attachment Pt Distance from Origin,8,1,1,100000007,610000001623,
24467.6,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000001646,
24441.7,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000001646,
24461.8,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000001646,
24460,µm,Spine,Spine Attachment Pt Distance from Origin,4,1,1,,610000001647,
24453.7,µm,Spine,Spine Attachment Pt Distance from Origin,8,1,1,,610000001648,
24454.1,µm,Spine,Spine Attachment Pt Distance from Origin,8,1,1,,610000001649,
24455.9,µm,Spine,Spine Attachment Pt Distance from Origin,6,1,1,,610000001650,
24458.2,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000001651,
24457.6,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000001652,
24458.1,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000001653,
24458.4,µm,Spine,Spine Attachment Pt Distance from Origin,7,2,1,,610000001654,
24462.6,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000001655,
