
Segment Center Number of Voxel Ch=2 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
9,,Segment,2,7,Image 1,2,1,100000007,510000000800,
12,,Segment,2,6,Image 1,2,1,100000007,510000000811,
58,,Segment,2,5,Image 1,2,1,100000007,510000000868,
44,,Segment,2,4,Image 1,1,1,100000007,510000000911,
5,,Segment,2,3,Image 1,1,1,100000007,510000000915,
7,,Segment,2,2,Image 1,1,1,100000007,510000000921,
14,,Segment,2,1,Image 1,1,1,100000007,510000000934,
12,,Segment,2,0,Image 1,1,1,100000007,510000000950,
6,,Segment,2,7,Image 1,3,1,100000007,510000000959,
9,,Segment,2,6,Image 1,3,1,100000007,510000000967,
7,,Segment,2,9,Image 1,1,1,100000007,510000000973,
27,,Segment,2,8,Image 1,1,1,100000007,510000000999,
6,,Segment,2,7,Image 1,1,1,100000007,510000001004,
56,,Segment,2,6,Image 1,1,1,100000007,510000001059,
23,,Segment,2,5,Image 1,1,1,100000007,510000001081,
3,,Segment,2,9,Image 1,2,1,100000007,510000001083,
11,,Segment,2,8,Image 1,2,1,100000007,510000001093,
3,,Segment,2,7,Image 1,2,1,100000007,510000001095,
8,,Segment,2,6,Image 1,2,1,100000007,510000001102,
15,,Segment,2,0,Image 1,1,1,100000006,510000001127,
18,,Segment,2,0,Image 1,1,1,100000006,510000001173,
28,,Segment,2,4,Image 1,2,1,100000007,510000001200,
21,,Segment,2,3,Image 1,2,1,100000005,510000001220,
12,,Segment,2,2,Image 1,1,1,100000005,510000001231,
5,,Segment,2,1,Image 1,1,1,100000005,510000001235,
7,,Segment,2,0,Image 1,1,1,100000005,510000001245,
15,,Segment,2,0,Image 1,1,1,100000005,510000001283,
2,,Segment,2,0,Image 1,1,1,100000006,510000001290,
6,,Segment,2,1,Image 1,2,1,100000007,510000001299,
6,,Segment,2,0,Image 1,1,1,100000007,510000001325,
7,,Segment,2,2,Image 1,2,1,100000007,510000001339,
8,,Segment,2,1,Image 1,2,1,100000004,510000001346,
18,,Segment,2,0,Image 1,1,1,100000004,510000001370,
4,,Segment,2,3,Image 1,2,1,100000007,510000001374,
10,,Segment,2,3,Image 1,1,1,100000005,510000001383,
13,,Segment,2,1,Image 1,1,1,100000004,510000001395,
6,,Segment,2,0,Image 1,1,1,100000007,510000001405,
9,,Segment,2,2,Image 1,2,1,100000005,510000001429,
7,,Segment,2,1,Image 1,2,1,100000007,510000001435,
3,,Segment,2,1,Image 1,1,1,100000007,510000001437,
6,,Segment,2,1,Image 1,2,1,100000005,510000001442,
4,,Segment,2,0,Image 1,1,1,100000007,510000001476,
9,,Segment,2,0,Image 1,1,1,100000005,510000001499,
2,,Segment,2,0,Image 1,1,1,100000004,510000001514,
