
Soma BoundingBoxAA Length Z
 ==================== 
Soma BoundingBoxAA Length Z,Unit,Category,Collection,Time,FilamentID,ID,
1.59985,µm,Soma,Soma BoundingBoxAA Length,1,100000003,800000073,
1.69995,µm,Soma,Soma BoundingBoxAA Length,1,100000004,800000074,
2.29993,µm,Soma,Soma BoundingBoxAA Length,1,100000005,800000075,
2.40002,µm,Soma,Soma BoundingBoxAA Length,1,100000006,800000076,
1.5,µm,Soma,Soma BoundingBoxAA Length,1,100000007,800000077,
