
Spine Terminal Pt Distance
 ==================== 
Spine Terminal Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
14.204,µm,Spine,8,1,1,100000007,610000001612,
11.3116,µm,Spine,5,2,1,100000007,610000001614,
15.136,µm,Spine,8,1,1,100000007,610000001623,
1.80203,µm,Spine,2,2,1,100000005,610000001632,
0.771077,µm,Spine,0,1,1,100000006,610000001633,
12.6427,µm,Spine,7,2,1,100000007,610000001636,
13.0307,µm,Spine,7,3,1,100000007,610000001637,
12.6088,µm,Spine,6,3,1,100000007,610000001638,
10.5802,µm,Spine,5,2,1,100000007,610000001639,
15.2848,µm,Spine,8,1,1,100000007,610000001640,
14.0785,µm,Spine,8,1,1,100000007,610000001641,
11.6488,µm,Spine,6,1,1,100000007,610000001642,
6.36506,µm,Spine,4,1,1,100000007,610000001643,
4.76396,µm,Spine,4,2,1,100000007,610000001644,
0.653799,µm,Spine,0,1,1,100000007,610000001645,
