
Segment No. Spines
 ==================== 
Segment No. Spines,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Segment,7,2,1,100000007,510000000800,
0,,Segment,6,2,1,100000007,510000000811,
2,,Segment,5,2,1,100000007,510000000868,
1,,Segment,4,1,1,100000007,510000000911,
0,,Segment,3,1,1,100000007,510000000915,
0,,Segment,2,1,1,100000007,510000000921,
0,,Segment,1,1,1,100000007,510000000934,
0,,Segment,0,1,1,100000007,510000000950,
1,,Segment,7,3,1,100000007,510000000959,
1,,Segment,6,3,1,100000007,510000000967,
0,,Segment,9,1,1,100000007,510000000973,
4,,Segment,8,1,1,100000007,510000000999,
0,,Segment,7,1,1,100000007,510000001004,
1,,Segment,6,1,1,100000007,510000001059,
0,,Segment,5,1,1,100000007,510000001081,
0,,Segment,9,2,1,100000007,510000001083,
0,,Segment,8,2,1,100000007,510000001093,
0,,Segment,7,2,1,100000007,510000001095,
0,,Segment,6,2,1,100000007,510000001102,
1,,Segment,0,1,1,100000006,510000001127,
0,,Segment,0,1,1,100000006,510000001173,
1,,Segment,4,2,1,100000007,510000001200,
0,,Segment,3,2,1,100000005,510000001220,
0,,Segment,2,1,1,100000005,510000001231,
0,,Segment,1,1,1,100000005,510000001235,
0,,Segment,0,1,1,100000005,510000001245,
0,,Segment,0,1,1,100000005,510000001283,
0,,Segment,0,1,1,100000006,510000001290,
0,,Segment,1,2,1,100000007,510000001299,
1,,Segment,0,1,1,100000007,510000001325,
0,,Segment,2,2,1,100000007,510000001339,
0,,Segment,1,2,1,100000004,510000001346,
0,,Segment,0,1,1,100000004,510000001370,
0,,Segment,3,2,1,100000007,510000001374,
0,,Segment,3,1,1,100000005,510000001383,
0,,Segment,1,1,1,100000004,510000001395,
0,,Segment,0,1,1,100000007,510000001405,
1,,Segment,2,2,1,100000005,510000001429,
0,,Segment,1,2,1,100000007,510000001435,
0,,Segment,1,1,1,100000007,510000001437,
0,,Segment,1,2,1,100000005,510000001442,
0,,Segment,0,1,1,100000007,510000001476,
0,,Segment,0,1,1,100000005,510000001499,
0,,Segment,0,1,1,100000004,510000001514,
