
Spine Terminal Pt Position Y
 ==================== 
Spine Terminal Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
19285.3,µm,Spine,Spine Terminal Pt Position,,,1,,610000001581,
19284.7,µm,Spine,Spine Terminal Pt Position,,,1,,610000001590,
19284.9,µm,Spine,Spine Terminal Pt Position,,,1,,610000001596,
19285.3,µm,Spine,Spine Terminal Pt Position,,,1,,610000001601,
19283.6,µm,Spine,Spine Terminal Pt Position,8,1,1,100000007,610000001612,
19291.1,µm,Spine,Spine Terminal Pt Position,5,2,1,100000007,610000001614,
19283.9,µm,Spine,Spine Terminal Pt Position,8,1,1,100000007,610000001623,
19299.7,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000001646,
19282.1,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001646,
19290.2,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000001646,
19290.7,µm,Spine,Spine Terminal Pt Position,4,1,1,,610000001647,
19283.8,µm,Spine,Spine Terminal Pt Position,8,1,1,,610000001648,
19283.6,µm,Spine,Spine Terminal Pt Position,8,1,1,,610000001649,
19286.1,µm,Spine,Spine Terminal Pt Position,6,1,1,,610000001650,
19290.7,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000001651,
19291.6,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000001652,
19292.1,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000001653,
19292,µm,Spine,Spine Terminal Pt Position,7,2,1,,610000001654,
19290.5,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001655,
