
Spine Intensity Max Ch=4 Img=1
 ==================== 
Spine Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
157,,Spine,4,0,Image 1,1,1,100000006,610000001588,
131,,Spine,4,0,Image 1,1,1,100000006,610000001594,
131,,Spine,4,0,Image 1,1,1,100000006,610000001599,
157,,Spine,4,0,Image 1,1,1,100000006,610000001604,
127,,Spine,4,0,Image 1,1,1,100000006,610000001607,
92,,Spine,4,0,Image 1,1,1,100000007,610000001610,
160,,Spine,4,8,Image 1,1,1,100000007,610000001612,
194,,Spine,4,5,Image 1,2,1,100000007,610000001614,
191,,Spine,4,8,Image 1,1,1,100000007,610000001623,
179,,Spine,4,2,Image 1,2,1,100000005,610000001632,
178,,Spine,4,0,Image 1,1,1,100000006,610000001633,
188,,Spine,4,7,Image 1,2,1,100000007,610000001636,
147,,Spine,4,7,Image 1,3,1,100000007,610000001637,
155,,Spine,4,6,Image 1,3,1,100000007,610000001638,
98,,Spine,4,5,Image 1,2,1,100000007,610000001639,
174,,Spine,4,8,Image 1,1,1,100000007,610000001640,
160,,Spine,4,8,Image 1,1,1,100000007,610000001641,
114,,Spine,4,6,Image 1,1,1,100000007,610000001642,
159,,Spine,4,4,Image 1,1,1,100000007,610000001643,
103,,Spine,4,4,Image 1,2,1,100000007,610000001644,
137,,Spine,4,0,Image 1,1,1,100000007,610000001645,
