
Soma Intensity Sum Ch=2 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
177091,,Soma,2,Image 1,1,100000003,800000073,
191660,,Soma,2,Image 1,1,100000004,800000074,
123510,,Soma,2,Image 1,1,100000005,800000075,
142623,,Soma,2,Image 1,1,100000006,800000076,
102249,,Soma,2,Image 1,1,100000007,800000077,
