
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1.68971,,Surface,4,Image 1,1,0,
2.33783,,Surface,4,Image 1,1,1,
2.22629,,Surface,4,Image 1,1,2,
