
Soma Ellipsoid Axis C Z
 ==================== 
Soma Ellipsoid Axis C Z,Unit,Category,Collection,Time,FilamentID,ID,
-0.167762,µm,Soma,Soma Ellipsoid Axis C,1,100000003,800000073,
0.603768,µm,Soma,Soma Ellipsoid Axis C,1,100000004,800000074,
0.520945,µm,Soma,Soma Ellipsoid Axis C,1,100000005,800000075,
0.272549,µm,Soma,Soma Ellipsoid Axis C,1,100000006,800000076,
-0.0659061,µm,Soma,Soma Ellipsoid Axis C,1,100000007,800000077,
