
Spine Volume
 ==================== 
Spine Volume,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.0775455,µm^3,Spine,0,1,1,100000006,610000001588,
0.0914614,µm^3,Spine,0,1,1,100000006,610000001594,
0.0847959,µm^3,Spine,0,1,1,100000006,610000001599,
0.0440646,µm^3,Spine,0,1,1,100000006,610000001604,
0.0212609,µm^3,Spine,0,1,1,100000006,610000001607,
0.00459183,µm^3,Spine,0,1,1,100000007,610000001610,
0.0262147,µm^3,Spine,8,1,1,100000007,610000001612,
0.0153169,µm^3,Spine,5,2,1,100000007,610000001614,
0.0129671,µm^3,Spine,8,1,1,100000007,610000001623,
0.0206386,µm^3,Spine,2,2,1,100000005,610000001632,
0.00741371,µm^3,Spine,0,1,1,100000006,610000001633,
0.0297899,µm^3,Spine,7,2,1,100000007,610000001636,
0.00399582,µm^3,Spine,7,3,1,100000007,610000001637,
0.00432685,µm^3,Spine,6,3,1,100000007,610000001638,
0.00875559,µm^3,Spine,5,2,1,100000007,610000001639,
0.00740201,µm^3,Spine,8,1,1,100000007,610000001640,
0.0221928,µm^3,Spine,8,1,1,100000007,610000001641,
0.0199711,µm^3,Spine,6,1,1,100000007,610000001642,
0.0181866,µm^3,Spine,4,1,1,100000007,610000001643,
0.017054,µm^3,Spine,4,2,1,100000007,610000001644,
0.0093572,µm^3,Spine,0,1,1,100000007,610000001645,
