
Soma Time Index
 ==================== 
Soma Time Index,Unit,Category,Time,FilamentID,ID,
1,,Soma,1,100000003,800000073,
1,,Soma,1,100000004,800000074,
1,,Soma,1,100000005,800000075,
1,,Soma,1,100000006,800000076,
1,,Soma,1,100000007,800000077,
