
Intensity StdDev Ch=4 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
11.5468,,Surface,4,Image 1,1,0,
13.574,,Surface,4,Image 1,1,1,
13.7441,,Surface,4,Image 1,1,2,
