
Soma Intensity Median Ch=4 Img=1
 ==================== 
Soma Intensity Median,Unit,Category,Channel,Image,Time,FilamentID,ID,
23.0625,,Soma,4,Image 1,1,100000003,800000073,
33.0625,,Soma,4,Image 1,1,100000004,800000074,
18.0625,,Soma,4,Image 1,1,100000005,800000075,
0.0625,,Soma,4,Image 1,1,100000006,800000076,
16.0625,,Soma,4,Image 1,1,100000007,800000077,
