
Spine Center Intensity Min Ch=3 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
10,,Spine,3,0,Image 1,1,1,100000006,610000001588,
11,,Spine,3,0,Image 1,1,1,100000006,610000001594,
11,,Spine,3,0,Image 1,1,1,100000006,610000001599,
10,,Spine,3,0,Image 1,1,1,100000006,610000001604,
17,,Spine,3,0,Image 1,1,1,100000006,610000001607,
51,,Spine,3,0,Image 1,1,1,100000007,610000001610,
51,,Spine,3,8,Image 1,1,1,100000007,610000001612,
13,,Spine,3,5,Image 1,2,1,100000007,610000001614,
48,,Spine,3,8,Image 1,1,1,100000007,610000001623,
68,,Spine,3,2,Image 1,2,1,100000005,610000001632,
34,,Spine,3,0,Image 1,1,1,100000006,610000001633,
63,,Spine,3,7,Image 1,2,1,100000007,610000001636,
21,,Spine,3,7,Image 1,3,1,100000007,610000001637,
49,,Spine,3,6,Image 1,3,1,100000007,610000001638,
22,,Spine,3,5,Image 1,2,1,100000007,610000001639,
136,,Spine,3,8,Image 1,1,1,100000007,610000001640,
71,,Spine,3,8,Image 1,1,1,100000007,610000001641,
39,,Spine,3,6,Image 1,1,1,100000007,610000001642,
45,,Spine,3,4,Image 1,1,1,100000007,610000001643,
68,,Spine,3,4,Image 1,2,1,100000007,610000001644,
76,,Spine,3,0,Image 1,1,1,100000007,610000001645,
