
Segment Branching Angle
 ==================== 
Segment Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
47.3869,°,Segment,7,2,1,100000007,510000000800,
15.4189,°,Segment,6,2,1,100000007,510000000811,
17.0601,°,Segment,5,2,1,100000007,510000000868,
10.6124,°,Segment,4,1,1,100000007,510000000911,
7.94789,°,Segment,3,1,1,100000007,510000000915,
7.37241,°,Segment,2,1,1,100000007,510000000921,
6.07541,°,Segment,1,1,1,100000007,510000000934,
0,°,Segment,0,1,1,100000007,510000000950,
87.7768,°,Segment,7,3,1,100000007,510000000959,
63.8734,°,Segment,6,3,1,100000007,510000000967,
5.5274,°,Segment,9,1,1,100000007,510000000973,
28.0161,°,Segment,8,1,1,100000007,510000000999,
23.2785,°,Segment,7,1,1,100000007,510000001004,
6.07838,°,Segment,6,1,1,100000007,510000001059,
85.6817,°,Segment,5,1,1,100000007,510000001081,
60.1706,°,Segment,9,2,1,100000007,510000001083,
100.892,°,Segment,8,2,1,100000007,510000001093,
68.9416,°,Segment,7,2,1,100000007,510000001095,
90.823,°,Segment,6,2,1,100000007,510000001102,
0,°,Segment,0,1,1,100000006,510000001127,
0,°,Segment,0,1,1,100000006,510000001173,
76.7054,°,Segment,4,2,1,100000007,510000001200,
32.9235,°,Segment,3,2,1,100000005,510000001220,
45.6676,°,Segment,2,1,1,100000005,510000001231,
6.80397,°,Segment,1,1,1,100000005,510000001235,
0,°,Segment,0,1,1,100000005,510000001245,
0,°,Segment,0,1,1,100000005,510000001283,
0,°,Segment,0,1,1,100000006,510000001290,
25.7724,°,Segment,1,2,1,100000007,510000001299,
0,°,Segment,0,1,1,100000007,510000001325,
81.0097,°,Segment,2,2,1,100000007,510000001339,
69.034,°,Segment,1,2,1,100000004,510000001346,
0,°,Segment,0,1,1,100000004,510000001370,
70.7941,°,Segment,3,2,1,100000007,510000001374,
61.6741,°,Segment,3,1,1,100000005,510000001383,
90.2206,°,Segment,1,1,1,100000004,510000001395,
0,°,Segment,0,1,1,100000007,510000001405,
95.7273,°,Segment,2,2,1,100000005,510000001429,
100.961,°,Segment,1,2,1,100000007,510000001435,
73.0074,°,Segment,1,1,1,100000007,510000001437,
99.1183,°,Segment,1,2,1,100000005,510000001442,
0,°,Segment,0,1,1,100000007,510000001476,
0,°,Segment,0,1,1,100000005,510000001499,
0,°,Segment,0,1,1,100000004,510000001514,
