
Pt Time Type=Segment Branch
 ==================== 
Pt Time,Unit,Category,Depth,Time,Type,FilamentID,ID,
0,s,Point,0,1,Segment Branch,100000004,800000079,
0,s,Point,2,1,Segment Branch,100000005,800000083,
0,s,Point,1,1,Segment Branch,100000005,800000084,
0,s,Point,0,1,Segment Branch,100000005,800000085,
0,s,Point,6,1,Segment Branch,100000007,800000095,
0,s,Point,5,1,Segment Branch,100000007,800000096,
0,s,Point,4,1,Segment Branch,100000007,800000097,
0,s,Point,3,1,Segment Branch,100000007,800000098,
0,s,Point,2,1,Segment Branch,100000007,800000099,
0,s,Point,1,1,Segment Branch,100000007,800000100,
0,s,Point,0,1,Segment Branch,100000007,800000101,
0,s,Point,8,1,Segment Branch,100000007,800000105,
0,s,Point,7,1,Segment Branch,100000007,800000106,
0,s,Point,6,1,Segment Branch,100000007,800000107,
0,s,Point,5,1,Segment Branch,100000007,800000108,
0,s,Point,0,1,Segment Branch,100000007,800000115,
